timestamp,R1a,R2a,R3a,R4a
2020-01-01 23:00:00+00:00,6725670.0,2180.0,32014.0,5091424.0
2020-01-02 23:00:00+00:00,6260750.0,2182.0,32023.0,5052524.0
2020-01-03 23:00:00+00:00,6688060.0,2184.0,32039.0,5080729.0
2020-01-04 23:00:00+00:00,6763136.0,2186.0,32045.0,5121213.0
2020-01-05 23:00:00+00:00,2972516.0,672.0,17419.0,2574143.0
2020-01-06 23:00:00+00:00,6447515.0,2230.0,32046.0,5174420.0
2020-01-07 23:00:00+00:00,6793204.0,2207.0,32064.0,5114777.0
2020-01-08 23:00:00+00:00,1172752.0,680.0,18280.0,816894.0
2020-01-09 23:00:00+00:00,6496893.0,2235.0,32018.0,5174516.0
2020-01-10 23:00:00+00:00,3296515.0,658.0,17423.0,2372180.0
2020-01-11 23:00:00+00:00,3864437.0,1053.0,17423.0,2618741.0
2020-01-12 23:00:00+00:00,5761897.0,2267.0,32127.0,4453660.0
2020-01-13 23:00:00+00:00,6717475.0,1609.0,14816.0,5098959.0
2020-01-14 23:00:00+00:00,6988290.0,2272.0,32169.0,5303785.0
2020-01-15 23:00:00+00:00,6966117.0,2276.0,32184.0,5237042.0
2020-01-16 23:00:00+00:00,6921572.0,2278.0,32188.0,5177633.0
2020-01-17 23:00:00+00:00,2203138.0,673.0,17421.0,1152070.0
2020-01-18 23:00:00+00:00,3571685.0,1068.0,17423.0,1972675.0
2020-01-19 23:00:00+00:00,6176114.0,2149.0,32163.0,5026508.0
2020-01-20 23:00:00+00:00,6608692.0,2152.0,32178.0,5072833.0
2020-01-21 23:00:00+00:00,6118549.0,2154.0,32204.0,4986240.0
2020-01-22 23:00:00+00:00,6663568.0,2156.0,32205.0,5170505.0
2020-01-23 23:00:00+00:00,6198461.0,2158.0,32207.0,5059296.0
2020-01-24 23:00:00+00:00,1527212.0,689.0,17421.0,793524.0
2020-01-25 23:00:00+00:00,5916003.0,2134.0,32141.0,4773677.0
2020-01-26 23:00:00+00:00,677479.0,713.0,17334.0,584201.0
2020-01-27 23:00:00+00:00,6784801.0,2196.0,32241.0,5222045.0
2020-01-28 23:00:00+00:00,6896149.0,2199.0,32254.0,5311370.0
2020-01-29 23:00:00+00:00,6851114.0,2201.0,32269.0,5308747.0
2020-01-30 23:00:00+00:00,6892242.0,2203.0,32295.0,5292931.0
2020-01-31 23:00:00+00:00,6687661.0,2206.0,32318.0,5261188.0
2020-02-01 23:00:00+00:00,6033697.0,1135.0,18388.0,4512796.0
2020-02-02 23:00:00+00:00,6694150.0,2234.0,32330.0,5230335.0
2020-02-03 23:00:00+00:00,1625428.0,1831.0,31404.0,1625315.0
2020-02-04 23:00:00+00:00,6553086.0,2238.0,32502.0,5200225.0
2020-02-05 23:00:00+00:00,6856075.0,2241.0,32603.0,5403866.0
2020-02-06 23:00:00+00:00,6837811.0,2244.0,32658.0,5363897.0
2020-02-07 23:00:00+00:00,6797858.0,2246.0,32683.0,5359858.0
2020-02-08 23:00:00+00:00,2558545.0,744.0,17422.0,2029164.0
2020-02-09 23:00:00+00:00,6915085.0,2278.0,32770.0,5393600.0
2020-02-10 23:00:00+00:00,6898518.0,2280.0,32803.0,5403851.0
2020-02-11 23:00:00+00:00,6918070.0,2282.0,33070.0,5410213.0
2020-02-12 23:00:00+00:00,6800250.0,2285.0,33076.0,5401956.0
2020-02-13 23:00:00+00:00,6812377.0,2262.0,33161.0,5391813.0
2020-02-14 23:00:00+00:00,6852322.0,2264.0,33230.0,5407818.0
2020-02-15 23:00:00+00:00,6353007.0,2266.0,33315.0,5309278.0
2020-02-16 23:00:00+00:00,6909370.0,2306.0,33316.0,5433212.0
2020-02-17 23:00:00+00:00,6919820.0,2308.0,33343.0,5431979.0
2020-02-18 23:00:00+00:00,6911840.0,2335.0,33372.0,5444511.0
2020-02-19 23:00:00+00:00,6893567.0,2337.0,33408.0,5446308.0
2020-02-20 23:00:00+00:00,6903546.0,2340.0,33460.0,5464975.0
2020-02-21 23:00:00+00:00,6903730.0,2342.0,33527.0,5456607.0
2020-02-22 23:00:00+00:00,6871372.0,2344.0,33616.0,5457461.0
2020-02-23 23:00:00+00:00,6967110.0,2345.0,33762.0,5477540.0
2020-02-24 23:00:00+00:00,6994548.0,2347.0,33792.0,5497604.0
2020-02-25 23:00:00+00:00,6991689.0,2349.0,33827.0,5539157.0
2020-02-26 23:00:00+00:00,6798105.0,2351.0,33861.0,5388982.0
2020-02-27 23:00:00+00:00,6321196.0,2354.0,33903.0,5295099.0
2020-02-28 23:00:00+00:00,5085382.0,2350.0,33057.0,4876282.0
2020-02-29 23:00:00+00:00,6559568.0,2357.0,34056.0,5469941.0
2020-03-01 23:00:00+00:00,6558136.0,2358.0,34171.0,5448461.0
2020-03-02 23:00:00+00:00,7062930.0,2361.0,34191.0,5596814.0
2020-03-03 23:00:00+00:00,7065446.0,2362.0,34212.0,5600748.0
2020-03-04 23:00:00+00:00,7069217.0,2365.0,34267.0,5604952.0
