timestamp,R1a,R2a,R3a,R4a
2020-01-01 23:00:00+00:00,20719435.0,395391.0,1021785.0,13870814.0
2020-01-02 23:00:00+00:00,20576191.0,396192.0,1023020.0,13874789.0
2020-01-03 23:00:00+00:00,20594752.0,396970.0,1024271.0,13918956.0
2020-01-04 23:00:00+00:00,20685997.0,393556.0,988585.0,13838133.0
2020-01-05 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-01-05 23:00:00+00:00,10573166.0,224996.0,78473.0,6738452.0
2020-01-06 23:00:00+00:00,21031300.0,399278.0,1027475.0,14192293.0
2020-01-07 23:00:00+00:00,20551304.0,399882.0,1028613.0,13962948.0
2020-01-08 23:00:00+00:00,4559614.0,77118.0,96075.0,2914536.0
2020-01-09 23:00:00+00:00,21527175.0,472506.0,1047413.0,14449599.0
2020-01-10 23:00:00+00:00,11830720.0,153287.0,776758.0,5780289.0
2020-01-11 23:00:00+00:00,12369611.0,121464.0,821680.0,6742191.0
2020-01-12 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-01-12 23:00:00+00:00,16315480.0,461783.0,1032937.0,12151531.0
2020-01-13 23:00:00+00:00,20596379.0,403919.0,1017646.0,14005089.0
2020-01-14 23:00:00+00:00,21605176.0,476840.0,1052926.0,14610359.0
2020-01-15 23:00:00+00:00,21407824.0,473545.0,1015746.0,14371061.0
2020-01-16 23:00:00+00:00,21503853.0,478556.0,1055299.0,14387534.0
2020-01-17 23:00:00+00:00,7737073.0,7582.0,781985.0,3620388.0
2020-01-18 23:00:00+00:00,12371824.0,132897.0,868879.0,6736212.0
2020-01-19 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-01-19 23:00:00+00:00,19973042.0,480226.0,1058768.0,13980679.0
2020-01-20 23:00:00+00:00,20035379.0,481116.0,1059891.0,14005165.0
2020-01-21 23:00:00+00:00,19765309.0,482050.0,1061086.0,13839473.0
2020-01-22 02:10:00+00:00,198.0,0.0,0.0,4324.0
2020-01-22 23:00:00+00:00,19936750.0,478714.0,1022735.0,14002118.0
2020-01-23 23:00:00+00:00,20329974.0,412158.0,1046470.0,13742387.0
2020-01-24 23:00:00+00:00,6582213.0,48456.0,77282.0,2887154.0
2020-01-25 23:00:00+00:00,19323617.0,413071.0,1047503.0,13210258.0
2020-01-26 23:00:00+00:00,2721612.0,7670.0,64981.0,2173476.0
2020-01-27 23:00:00+00:00,20910632.0,415249.0,1050464.0,14312219.0
2020-01-28 23:00:00+00:00,21370122.0,489215.0,1068643.0,14624442.0
2020-01-29 23:00:00+00:00,21126586.0,489958.0,1069789.0,14469036.0
2020-01-30 23:00:00+00:00,21199842.0,490827.0,1070968.0,14462871.0
2020-01-31 23:00:00+00:00,20724195.0,491203.0,1065067.0,14176622.0
2020-02-01 23:00:00+00:00,19032946.0,392897.0,973710.0,12396511.0
2020-02-02 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-02-02 23:00:00+00:00,20525160.0,419536.0,1057050.0,14236485.0
2020-02-03 23:00:00+00:00,6570744.0,5161.0,38885.0,3601677.0
2020-02-04 23:00:00+00:00,20405030.0,421061.0,1059517.0,14203053.0
2020-02-05 23:00:00+00:00,21437473.0,496292.0,1077923.0,14820089.0
2020-02-06 23:00:00+00:00,21292341.0,497184.0,1073010.0,14540068.0
2020-02-07 23:00:00+00:00,21007160.0,493676.0,1038565.0,14486760.0
2020-02-08 23:00:00+00:00,9627499.0,83761.0,84142.0,5571409.0
