timestamp,R1a,R2a,R3a,R4a
2020-01-01 23:00:00+00:00,13197941.0,138788.0,1010489.0,8477817.0
2020-01-02 23:00:00+00:00,13094586.0,139018.0,1011685.0,8543839.0
2020-01-03 23:00:00+00:00,13113774.0,139253.0,1012910.0,8565670.0
2020-01-04 23:00:00+00:00,13164261.0,135364.0,977184.0,8446651.0
2020-01-05 23:00:00+00:00,6529440.0,6419.0,78101.0,4071904.0
2020-01-06 23:00:00+00:00,13417719.0,140084.0,1016019.0,8743866.0
2020-01-07 23:00:00+00:00,13038271.0,140281.0,1017122.0,8587201.0
2020-01-08 23:00:00+00:00,3127139.0,77095.0,95069.0,2074416.0
2020-01-09 23:00:00+00:00,13840292.0,211790.0,1035841.0,9034483.0
2020-01-10 23:00:00+00:00,8019702.0,112937.0,766234.0,3721528.0
2020-01-11 23:00:00+00:00,8353026.0,120912.0,821560.0,4228390.0
2020-01-12 23:00:00+00:00,10154622.0,199532.0,1021302.0,7632124.0
2020-01-13 23:00:00+00:00,13128211.0,141224.0,1005933.0,8620596.0
2020-01-14 23:00:00+00:00,13895637.0,213664.0,1041147.0,9082999.0
2020-01-15 23:00:00+00:00,13732015.0,209796.0,1003922.0,8875066.0
2020-01-16 23:00:00+00:00,13837717.0,214362.0,1043480.0,9001835.0
2020-01-17 23:00:00+00:00,4701379.0,5757.0,781773.0,2494686.0
2020-01-18 23:00:00+00:00,7847514.0,130744.0,868612.0,4455169.0
2020-01-19 23:00:00+00:00,12518302.0,214631.0,1046819.0,8675308.0
2020-01-20 23:00:00+00:00,12546511.0,214937.0,1047901.0,8683816.0
2020-01-21 23:00:00+00:00,12347016.0,215337.0,1049048.0,8599410.0
2020-01-22 02:10:00+00:00,198.0,0.0,0.0,4324.0
2020-01-22 23:00:00+00:00,12455036.0,211461.0,1010651.0,8577716.0
2020-01-23 23:00:00+00:00,12882352.0,144408.0,1034344.0,8396619.0
2020-01-24 23:00:00+00:00,4649579.0,46676.0,77069.0,1721509.0
2020-01-25 23:00:00+00:00,12360531.0,144363.0,1035420.0,8094211.0
2020-01-26 23:00:00+00:00,1503332.0,6263.0,64814.0,1241163.0
2020-01-27 23:00:00+00:00,13302137.0,145500.0,1038274.0,8798737.0
2020-01-28 23:00:00+00:00,13726111.0,218963.0,1056423.0,9055045.0
2020-01-29 23:00:00+00:00,13566954.0,219225.0,1057537.0,8945196.0
2020-01-30 23:00:00+00:00,13579523.0,219610.0,1058689.0,8933614.0
2020-01-31 23:00:00+00:00,13298669.0,219475.0,1052768.0,8694550.0
2020-02-01 23:00:00+00:00,12033666.0,120721.0,961444.0,7479489.0
2020-02-02 23:00:00+00:00,13105099.0,146892.0,1044684.0,8727418.0
2020-02-03 23:00:00+00:00,4328556.0,3500.0,38570.0,2221452.0
2020-02-04 23:00:00+00:00,13061975.0,147481.0,1047093.0,8700938.0
2020-02-05 23:00:00+00:00,13851863.0,222262.0,1065463.0,9182784.0
2020-02-06 23:00:00+00:00,13749208.0,222697.0,1060505.0,8902042.0
2020-02-07 23:00:00+00:00,13510956.0,218742.0,1026041.0,8866118.0
2020-02-08 23:00:00+00:00,6198478.0,81667.0,83841.0,3558855.0
2020-02-09 23:00:00+00:00,13805500.0,224050.0,1070050.0,9211801.0
2020-02-10 23:00:00+00:00,13807315.0,224420.0,1071202.0,9206657.0
2020-02-11 23:00:00+00:00,13873776.0,224774.0,1072429.0,9227390.0
2020-02-12 23:00:00+00:00,13714207.0,225230.0,1073632.0,8982499.0
2020-02-13 23:00:00+00:00,13646184.0,225573.0,1074928.0,8903698.0
2020-02-14 23:00:00+00:00,13805440.0,225933.0,1076250.0,8953152.0
2020-02-15 23:00:00+00:00,13089142.0,225789.0,1076539.0,8684755.0
2020-02-16 23:00:00+00:00,13866451.0,226840.0,1078451.0,8989258.0
2020-02-17 23:00:00+00:00,13886940.0,227144.0,1079630.0,8988958.0
2020-02-18 23:00:00+00:00,13914120.0,227545.0,1080825.0,9036083.0
2020-02-19 23:00:00+00:00,13848721.0,228003.0,1082053.0,9033640.0
2020-02-20 23:00:00+00:00,13902173.0,228369.0,1083308.0,9061643.0
2020-02-21 23:00:00+00:00,13875995.0,228728.0,1084650.0,9021787.0
2020-02-22 23:00:00+00:00,13352374.0,229105.0,1086066.0,9012202.0
2020-02-23 23:00:00+00:00,13848140.0,229550.0,1087200.0,9049597.0
2020-02-24 23:00:00+00:00,13984902.0,229862.0,1088338.0,9195916.0
2020-02-25 23:00:00+00:00,14061019.0,230191.0,1089594.0,9271273.0
2020-02-26 23:00:00+00:00,13432660.0,153459.0,1073341.0,8853721.0
2020-02-27 23:00:00+00:00,12766533.0,141233.0,1057251.0,8538463.0
2020-02-28 23:00:00+00:00,11150675.0,140883.0,1051426.0,7583854.0
2020-02-29 23:00:00+00:00,13477146.0,219178.0,1077994.0,9029466.0
2020-03-01 23:00:00+00:00,13423651.0,219606.0,1079441.0,8985972.0
2020-03-02 23:00:00+00:00,14155316.0,232379.0,1098237.0,9356878.0
2020-03-03 23:00:00+00:00,14174437.0,232679.0,1099466.0,9368936.0
2020-03-04 23:00:00+00:00,14187633.0,232887.0,1100808.0,9395302.0
2020-03-05 23:00:00+00:00,14201651.0,233232.0,1102094.0,9352451.0
2020-03-06 23:00:00+00:00,14188991.0,233642.0,1103478.0,9367533.0
2020-03-07 23:00:00+00:00,13555096.0,221518.0,1087262.0,9050209.0
2020-03-08 23:00:00+00:00,13463551.0,221975.0,1088426.0,8965257.0
2020-03-09 23:00:00+00:00,14203289.0,234784.0,1107144.0,9357667.0
2020-03-10 23:00:00+00:00,13465438.0,222654.0,1090943.0,9036291.0
2020-03-11 23:00:00+00:00,13472520.0,222987.0,1092219.0,9052981.0
2020-03-12 23:00:00+00:00,14199887.0,235782.0,1111134.0,9343916.0
2020-03-13 23:00:00+00:00,14235929.0,236098.0,1112478.0,9362823.0
2020-03-14 23:00:00+00:00,14259662.0,236388.0,1113657.0,9436813.0
2020-03-15 23:00:00+00:00,14281666.0,236779.0,1114709.0,9456791.0
2020-03-16 23:00:00+00:00,14277390.0,237106.0,1115738.0,9471831.0
2020-03-17 23:00:00+00:00,14140452.0,237449.0,1116739.0,9127798.0
2020-03-18 23:00:00+00:00,14296900.0,237798.0,1117866.0,9506463.0
2020-03-19 23:00:00+00:00,9135447.0,146496.0,910512.0,5650366.0
2020-03-20 23:00:00+00:00,14229376.0,238522.0,1119914.0,9474096.0
2020-03-21 23:00:00+00:00,14358653.0,238879.0,1120828.0,9585581.0
2020-03-22 23:00:00+00:00,13737436.0,159748.0,1103465.0,9221182.0
2020-03-23 23:00:00+00:00,13935408.0,239715.0,1122332.0,9259734.0
2020-03-24 23:00:00+00:00,14384046.0,240107.0,1123196.0,9625517.0
2020-03-25 23:00:00+00:00,14435461.0,240505.0,1124104.0,9661808.0
2020-03-26 23:00:00+00:00,14415493.0,240946.0,1124969.0,9592202.0
2020-03-27 23:00:00+00:00,14480048.0,241372.0,1125863.0,9635666.0
2020-03-28 23:00:00+00:00,14246355.0,237031.0,1069550.0,9191225.0
2020-03-29 22:00:00+00:00,14516842.0,242181.0,1127263.0,9736928.0
2020-03-30 22:00:00+00:00,14521243.0,242610.0,1128060.0,9742086.0
2020-03-31 22:00:00+00:00,14446553.0,162747.0,1110624.0,9711351.0
2020-04-01 22:00:00+00:00,14545885.0,243457.0,1129654.0,9773023.0
2020-04-02 22:00:00+00:00,14537552.0,243912.0,1130476.0,9723770.0
2020-04-03 22:00:00+00:00,14549337.0,244335.0,1131255.0,9735935.0
2020-04-04 22:00:00+00:00,14560805.0,244732.0,1132024.0,9809010.0
2020-04-05 22:00:00+00:00,14573821.0,245231.0,1132630.0,9817447.0
2020-04-06 22:00:00+00:00,14553953.0,245660.0,1133464.0,9825776.0
2020-04-07 22:00:00+00:00,13932797.0,165519.0,1115874.0,9428725.0
2020-04-08 22:00:00+00:00,13913571.0,165836.0,1116691.0,9364892.0
2020-04-09 01:10:00+00:00,1133.0,0.0,0.0,151.0
2020-04-09 22:00:00+00:00,14594234.0,246961.0,1135914.0,9804680.0
2020-04-10 22:00:00+00:00,13906596.0,234965.0,1119052.0,9476353.0
2020-04-11 22:00:00+00:00,13906079.0,235371.0,1119801.0,9474965.0
2020-04-12 22:00:00+00:00,13933779.0,235847.0,1120380.0,9479096.0
2020-04-13 22:00:00+00:00,14657501.0,248754.0,1138722.0,9914110.0
2020-04-14 22:00:00+00:00,14669994.0,249187.0,1139575.0,9924722.0
2020-04-15 22:00:00+00:00,14665625.0,249593.0,1140682.0,9929858.0
2020-04-16 22:00:00+00:00,14685641.0,250024.0,1141731.0,9888352.0
2020-04-17 22:00:00+00:00,14908136.0,250434.0,1142930.0,10043015.0
2020-04-18 22:00:00+00:00,14747092.0,250847.0,1143785.0,10016546.0
2020-04-19 22:00:00+00:00,14530362.0,251234.0,1144427.0,10386819.0
2020-04-20 22:00:00+00:00,14576511.0,251666.0,1145156.0,10403863.0
2020-04-21 22:00:00+00:00,14682906.0,252122.0,1145966.0,10467866.0
2020-04-22 22:00:00+00:00,15341240.0,252686.0,1146891.0,10606493.0
