timestamp,R1a,R2a,R3a,R4a
2020-01-01 23:00:00+00:00,35449112.0,398134.0,1143605.0,22419652.0
2020-01-02 23:00:00+00:00,34593802.0,398442.0,1144521.0,22272394.0
2020-01-03 23:00:00+00:00,35015715.0,399226.0,1145863.0,22375079.0
2020-01-04 23:00:00+00:00,35361623.0,395813.0,1110267.0,22397554.0
2020-01-05 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-01-05 23:00:00+00:00,18258410.0,225958.0,85898.0,11064302.0
2020-01-06 23:00:00+00:00,35466211.0,401384.0,1149355.0,22883274.0
2020-01-07 23:00:00+00:00,35015975.0,402646.0,1150992.0,21845920.0
2020-01-08 23:00:00+00:00,7466115.0,77987.0,97277.0,5068937.0
2020-01-09 23:00:00+00:00,36394485.0,475285.0,1170667.0,23286753.0
2020-01-10 23:00:00+00:00,20080064.0,154517.0,892659.0,10074275.0
2020-01-11 23:00:00+00:00,20994381.0,123356.0,935478.0,11161227.0
2020-01-12 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-01-12 23:00:00+00:00,28738439.0,464699.0,1153919.0,19568523.0
2020-01-13 23:00:00+00:00,35345955.0,406708.0,1140563.0,22503598.0
2020-01-14 23:00:00+00:00,37185708.0,499009.0,1184527.0,23513055.0
2020-01-15 23:00:00+00:00,36685392.0,476508.0,1139561.0,23078969.0
2020-01-16 23:00:00+00:00,36893356.0,481363.0,1179223.0,23151761.0
2020-01-17 23:00:00+00:00,13093449.0,7628.0,784585.0,6514973.0
2020-01-18 23:00:00+00:00,21685243.0,133549.0,872272.0,11292322.0
2020-01-19 17:01:00+00:00,3824.0,0.0,0.0,0.0
2020-01-19 23:00:00+00:00,34228879.0,482888.0,1182940.0,22446400.0
2020-01-20 23:00:00+00:00,34795521.0,483780.0,1184154.0,22526425.0
2020-01-21 23:00:00+00:00,33694238.0,484719.0,1185445.0,22115194.0
2020-01-22 02:10:00+00:00,198.0,0.0,0.0,4324.0
