start,meterId,duration
2019-06-08T22:00:00.000Z,CIR0141449111,642
2019-05-31T00:00:00.000Z,ZIV0046091814,651
2019-05-31T00:00:00.000Z,CIR0141602326,651
2019-06-09T22:00:00.000Z,CIR0141448573,641
2019-06-02T00:00:00.000Z,CIR0141449079,649
2019-07-31T00:00:00.000Z,CIR0141690455,590
2019-05-29T22:00:00.000Z,CIR0141682034,652
2019-05-30T22:00:00.000Z,CIR0501412983,651
2019-05-29T22:00:00.000Z,CIR0141600546,652
2019-05-31T00:00:00.000Z,CIR0141606172,651
2019-05-29T22:00:00.000Z,ZIV0046091804,652
2019-06-02T00:00:00.000Z,CIR0141449101,649
2019-05-31T00:00:00.000Z,CIR0141691027,651
2019-05-30T22:00:00.000Z,CIR0141442847,651
2019-05-29T22:00:00.000Z,ZIV0046090497,652
2019-06-17T22:00:00.000Z,CIR0141443350,633
2019-05-31T00:00:00.000Z,ZIV0046093079,651
2019-05-31T00:00:00.000Z,ZIV0046095535,650
2019-05-31T00:00:00.000Z,ZIV0046091619,651
2019-05-29T22:00:00.000Z,ZIV0046090313,652
2019-05-30T22:00:00.000Z,CIR0141443228,651
2019-05-31T00:00:00.000Z,ZIV0046093101,651
2019-05-31T00:00:00.000Z,ZIV0046091761,651
2019-05-29T22:00:00.000Z,CIR0141440142,652
2020-08-02T22:00:00.000Z,SAG0185917772,221
2019-05-31T00:00:00.000Z,ZIV0046091609,651
2019-05-31T00:00:00.000Z,ZIV0046095525,651
2019-05-31T00:00:00.000Z,ZIV0046090303,650
2019-06-17T22:00:00.000Z,CIR0141443340,633
2019-05-31T00:00:00.000Z,ZIV0046093069,651
2019-05-29T22:00:00.000Z,CIR0141440152,652
2019-05-29T22:00:00.000Z,ZIV0046091771,652
2020-02-03T23:00:00.000Z,SAG0185917762,402
2019-05-30T22:00:00.000Z,CIR0141443238,651
2019-05-31T00:00:00.000Z,ZIV0046093111,651
2019-05-31T00:00:00.000Z,ZIV0046092326,651
2019-05-31T00:00:00.000Z,CIR0141443505,651
2019-05-31T00:00:00.000Z,CIR0501626905,651
2019-05-31T00:00:00.000Z,CIR0141456122,651
2019-05-29T22:00:00.000Z,ZIV0046095360,652
2019-06-01T00:00:00.000Z,CIR0141442996,650
2019-05-31T00:00:00.000Z,ZIV0046090546,651
2019-06-13T22:00:00.000Z,ZIV0046096172,637
2019-05-29T22:00:00.000Z,ZIV0046089919,652
2019-05-30T22:00:00.000Z,CIR0141601804,651
2019-05-31T00:00:00.000Z,CIR0141691917,651
2019-05-31T00:00:00.000Z,CIR0141690584,650
2019-05-31T00:00:00.000Z,ZIV0046095218,650
2019-05-31T00:00:00.000Z,ZIV0045681793,650
2019-05-29T22:00:00.000Z,CIR0141600497,652
2019-05-31T00:00:00.000Z,ZIV0046091134,651
2019-05-31T00:00:00.000Z,ZIV0046094712,650
2021-02-26T23:00:00.000Z,SAG0186253939,13
2019-05-31T00:00:00.000Z,ZIV0046095370,650
2019-05-31T00:00:00.000Z,CIR0141456132,651
2019-05-31T00:00:00.000Z,CIR0141442986,647
2019-05-31T00:00:00.000Z,CIR0141443515,651
2019-05-31T00:00:00.000Z,ZIV0046092336,651
2019-05-31T00:00:00.000Z,ZIV0046091124,651
2019-05-31T00:00:00.000Z,CIR0141600487,651
2019-05-30T22:00:00.000Z,ZIV0046095208,651
2019-07-31T00:00:00.000Z,CIR0141690594,590
2019-05-31T00:00:00.000Z,ZIV0046094702,651
2019-05-31T00:00:00.000Z,ZIV0046096162,651
2019-05-31T00:00:00.000Z,CIR0141691907,651
2019-05-31T00:00:00.000Z,CIR0141464151,651
2019-05-30T22:00:00.000Z,CIR0141601814,651
2020-08-24T22:00:00.000Z,CIR0141691290,199
2019-05-30T22:00:00.000Z,ZIV0046090620,651
2019-05-31T00:00:00.000Z,CIR0141456244,651
2019-05-30T22:00:00.000Z,CIR0141600689,651
2019-05-29T22:00:00.000Z,ZIV0046095006,652
2020-04-19T22:00:00.000Z,CIR0141605936,326
2019-05-31T00:00:00.000Z,ZIV0046092040,651
2019-05-31T00:00:00.000Z,CIR0141443663,651
2019-05-30T22:00:00.000Z,CIR0141431080,651
2019-05-28T22:00:00.000Z,CIR0141461579,653
2019-05-29T22:00:00.000Z,ZIV0046090758,651
2019-05-31T00:00:00.000Z,CIR0501408579,651
2019-05-31T00:00:00.000Z,ZIV0046094474,651
2019-05-30T22:00:00.000Z,CIR0141682283,651
2019-05-31T00:00:00.000Z,ZIV0046091252,651
2019-05-29T22:00:00.000Z,CIR0141602191,652
2019-05-31T00:00:00.000Z,CIR0141692082,646
2019-05-30T22:00:00.000Z,ZIV0046096214,651
2019-05-29T22:00:00.000Z,CIR0141461401,652
2019-05-31T00:00:00.000Z,ZIV0046092138,651
2020-04-19T22:00:00.000Z,CIR0141605926,326
2019-05-31T00:00:00.000Z,CIR0141443673,651
2019-05-31T00:00:00.000Z,CIR0141461569,651
2019-05-29T22:00:00.000Z,CIR0141431090,652
2019-05-31T00:00:00.000Z,ZIV0046092050,651
2019-05-30T22:00:00.000Z,ZIV0046090630,651
2019-05-29T22:00:00.000Z,CIR0141601393,651
2019-05-31T00:00:00.000Z,CIR0141691280,651
2019-05-31T00:00:00.000Z,ZIV0046095016,651
2019-05-31T00:00:00.000Z,CIR0141456254,651
2019-05-31T00:00:00.000Z,CIR0141600699,651
2019-05-31T00:00:00.000Z,CIR0141692092,646
2019-05-31T00:00:00.000Z,CIR0141602181,651
2019-05-30T22:00:00.000Z,ZIV0046092128,651
2019-05-30T22:00:00.000Z,ZIV0046096204,651
2019-05-29T22:00:00.000Z,CIR0141461411,652
2019-05-31T00:00:00.000Z,ZIV0046094464,651
2019-05-30T22:00:00.000Z,ZIV0046090748,651
2019-05-31T00:00:00.000Z,ZIV0046091242,651
2019-05-30T22:00:00.000Z,CIR0141682293,651
2019-05-31T00:00:00.000Z,CIR0141673335,651
