,R1
1543.0,9
2365.0,9
2343.0,9
3156.0,9
2092.0,9
2942.0,9
2203.0,9
3179.0,9
3559.0,9
2388.0,9
2413.0,9
3188.0,9
2915.0,9
2367.0,9
1854.0,9
1214.0,9
1603.0,9
2802.0,9
2300.0,9
2923.0,9
3335.0,9
1334.0,9
2563.0,9
3226.0,9
2118.0,9
2735.0,9
1935.0,9
2417.0,9
2522.0,9
1220.0,9
1047.0,9
2000.0,9
1960.0,9
2420.0,9
2399.0,9
2384.0,9
2147.0,9
3204.0,9
1674.0,9
2905.0,9
1949.0,9
1596.0,9
1318.0,9
2519.0,9
1280.0,9
2712.0,9
3323.0,9
3076.0,9
3026.0,9
3400.0,9
2652.0,9
2588.0,9
2854.0,9
2107.0,9
2077.0,9
1752.0,9
1953.0,9
785.0,9
1139.0,9
3101.0,9
3004.0,9
1286.0,9
3213.0,9
3482.0,9
2561.0,9
2183.0,9
2839.0,9
2370.0,9
2934.0,9
1678.0,9
2232.0,9
2347.0,9
2916.0,9
2249.0,9
1656.0,9
2382.0,9
1996.0,9
1100.0,9
3255.0,9
1144.0,9
1186.0,9
1057.0,9
1135.0,9
3172.0,9
2012.0,9
2181.0,9
3130.0,9
1672.0,9
1377.0,9
1347.0,9
2761.0,9
1167.0,9
1826.0,9
2048.0,9
1254.0,9
2121.0,9
3558.0,9
1329.0,9
2648.0,9
1948.0,9
2070.0,9
1407.0,9
1989.0,9
1262.0,9
1624.0,9
2736.0,9
2669.0,9
2556.0,9
2053.0,9
1634.0,9
2571.0,9
2411.0,9
2909.0,9
2223.0,9
1222.0,9
2982.0,9
3070.0,9
2454.0,9
2760.0,9
3543.0,9
1251.0,9
1276.0,9
2989.0,9
1937.0,9
1718.0,9
3241.0,9
2359.0,9
1999.0,9
2899.0,9
2917.0,9
1520.0,9
1153.0,9
2655.0,9
2007.0,9
1919.0,9
2341.0,9
2096.0,9
2890.0,9
2140.0,9
1108.0,9
2102.0,9
2402.0,9
2525.0,9
1296.0,9
3218.0,9
3186.0,9
2747.0,9
2814.0,9
2064.0,9
1869.0,9
3247.0,9
2281.0,9
1654.0,9
2123.0,9
3394.0,9
1798.0,9
1200.0,9
1042.0,9
1385.0,8
2360.0,8
1812.0,8
2766.0,8
2242.0,8
1145.0,8
3083.0,8
1109.0,8
2902.0,8
1720.0,8
1834.0,8
3318.0,8
3028.0,8
3175.0,8
3056.0,8
3039.0,8
2099.0,8
1923.0,8
1620.0,8
3942.0,8
2840.0,8
3491.0,8
1932.0,8
1479.0,8
3001.0,8
1528.0,8
2900.0,8
1043.0,8
1842.0,8
2674.0,8
2930.0,8
1962.0,8
3046.0,8
2591.0,8
3100.0,8
2251.0,8
2592.0,8
2024.0,8
1816.0,8
3609.0,8
2858.0,8
3065.0,8
1533.0,8
3334.0,8
3020.0,8
3254.0,8
1567.0,8
1655.0,8
1685.0,8
3525.0,8
1963.0,8
3511.0,8
3190.0,8
3272.0,8
3361.0,8
1773.0,8
3189.0,8
1660.0,8
1118.0,8
2142.0,8
1204.0,8
2031.0,8
3818.0,8
3622.0,8
1770.0,8
1249.0,8
3966.0,8
1536.0,8
3314.0,8
3774.0,8
2967.0,8
1322.0,8
1589.0,8
3040.0,8
3082.0,8
3071.0,8
1059.0,8
1988.0,8
1874.0,8
3234.0,8
3118.0,8
3262.0,8
2158.0,8
1120.0,8
2715.0,8
1236.0,8
1639.0,8
1759.0,8
2842.0,8
1647.0,8
1102.0,8
1208.0,8
2018.0,8
2233.0,8
2120.0,8
2371.0,8
1308.0,8
2002.0,8
1832.0,8
1225.0,8
1978.0,8
3299.0,8
2262.0,8
1082.0,8
1443.0,8
1697.0,8
1340.0,8
3093.0,8
1289.0,8
1312.0,8
1330.0,8
1873.0,8
1402.0,8
1356.0,8
823.0,8
1427.0,8
1769.0,8
1592.0,8
2779.0,8
1563.0,8
3535.0,8
1875.0,8
3450.0,8
3216.0,8
2837.0,8
1566.0,8
1649.0,8
3248.0,8
2055.0,8
2361.0,8
1426.0,8
2204.0,8
771.0,8
1558.0,8
2325.0,8
2984.0,8
3546.0,8
3055.0,8
2706.0,8
1925.0,8
3150.0,8
3063.0,8
1615.0,8
1571.0,8
3068.0,8
3163.0,8
1667.0,8
1957.0,8
2132.0,8
2714.0,8
2732.0,8
3217.0,8
1880.0,8
1194.0,8
2853.0,8
1897.0,8
2306.0,8
3243.0,8
1391.0,8
3227.0,8
2380.0,8
1450.0,8
3289.0,8
3181.0,8
1825.0,8
1165.0,8
1241.0,8
1477.0,8
1849.0,8
1950.0,8
1184.0,8
2865.0,8
1544.0,8
1754.0,8
3324.0,8
3398.0,8
3305.0,8
1068.0,8
3087.0,8
1717.0,8
1358.0,8
2608.0,8
3131.0,8
1852.0,8
1537.0,8
1115.0,8
2574.0,8
2128.0,8
2938.0,8
1527.0,8
3402.0,8
2016.0,8
1985.0,8
2243.0,8
1619.0,8
1491.0,8
3066.0,8
3421.0,8
3155.0,8
1881.0,8
1661.0,8
2940.0,8
1237.0,8
2378.0,8
1850.0,8
1123.0,8
3232.0,8
2855.0,8
3033.0,8
2995.0,8
1110.0,8
1444.0,8
2148.0,8
1602.0,8
3007.0,8
1431.0,8
2187.0,8
3058.0,8
1287.0,8
2026.0,8
2193.0,8
2720.0,8
1617.0,8
2095.0,8
2009.0,8
1783.0,8
2260.0,8
3053.0,8
2222.0,8
1909.0,8
1902.0,8
2078.0,8
2523.0,8
2996.0,8
3474.0,8
3700.0,8
1820.0,8
3446.0,8
2027.0,8
2021.0,8
1397.0,8
2910.0,8
3235.0,8
779.0,8
1886.0,8
3294.0,8
1056.0,8
1232.0,8
2317.0,8
1840.0,8
3467.0,8
1485.0,8
3417.0,8
2328.0,8
1740.0,8
1922.0,8
1239.0,8
3037.0,8
3523.0,8
2426.0,8
3170.0,8
1107.0,8
2643.0,8
3171.0,8
1405.0,7
3443.0,7
1903.0,7
3428.0,7
3271.0,7
3074.0,7
2044.0,7
3043.0,7
1106.0,7
3266.0,7
3054.0,7
1686.0,7
3313.0,7
3199.0,7
2235.0,7
3069.0,7
3711.0,7
2807.0,7
1174.0,7
1564.0,7
1701.0,7
1164.0,7
1463.0,7
2627.0,7
3406.0,7
2110.0,7
2991.0,7
3607.0,7
3295.0,7
2939.0,7
3580.0,7
1928.0,7
3540.0,7
3344.0,7
1768.0,7
2443.0,7
2535.0,7
3606.0,7
3386.0,7
1561.0,7
1321.0,7
2981.0,7
1234.0,7
3393.0,7
1390.0,7
3396.0,7
2612.0,7
1669.0,7
1170.0,7
1657.0,7
1430.0,7
1623.0,7
1622.0,7
1891.0,7
2470.0,7
3379.0,7
2045.0,7
3203.0,7
1878.0,7
1381.0,7
3228.0,7
1501.0,7
2334.0,7
1698.0,7
2889.0,7
1309.0,7
1258.0,7
1149.0,7
1753.0,7
3086.0,7
3316.0,7
1616.0,7
3279.0,7
3030.0,7
1862.0,7
1065.0,7
1573.0,7
1778.0,7
3414.0,7
1982.0,7
1793.0,7
2835.0,7
3304.0,7
1355.0,7
3099.0,7
1859.0,7
3458.0,7
1560.0,7
1346.0,7
1908.0,7
1088.0,7
2028.0,7
1904.0,7
2033.0,7
2860.0,7
2716.0,7
2831.0,7
3023.0,7
1951.0,7
1531.0,7
1562.0,7
1695.0,7
2013.0,7
3274.0,7
1767.0,7
1721.0,7
2941.0,7
1811.0,7
3362.0,7
3124.0,7
1612.0,7
1653.0,7
3563.0,7
3409.0,7
1295.0,7
1910.0,7
3381.0,7
1418.0,7
1823.0,7
2992.0,7
1096.0,7
2137.0,7
1926.0,7
1851.0,7
3427.0,7
1481.0,7
1097.0,7
2093.0,7
2218.0,7
1504.0,7
3283.0,7
2219.0,7
1924.0,7
1976.0,7
1415.0,7
1081.0,7
1323.0,7
2344.0,7
3441.0,7
4017.0,7
2115.0,7
2163.0,7
1180.0,7
1130.0,7
2004.0,7
1871.0,7
1627.0,7
2614.0,7
3236.0,7
2875.0,7
2134.0,7
1970.0,7
3435.0,7
1300.0,7
1827.0,7
1086.0,7
1905.0,7
3251.0,7
3462.0,7
1235.0,7
4102.0,7
2017.0,7
2821.0,7
1758.0,7
1855.0,7
1955.0,7
1163.0,7
1725.0,7
2224.0,7
3368.0,7
2214.0,7
3167.0,7
1274.0,7
1168.0,7
1221.0,7
1247.0,7
2560.0,7
1794.0,7
2168.0,7
3059.0,7
2275.0,7
1762.0,7
2330.0,7
2596.0,7
1681.0,7
3541.0,7
2040.0,7
1595.0,7
2725.0,7
1363.0,7
2928.0,7
1182.0,7
1799.0,7
1338.0,7
1788.0,7
1977.0,7
1646.0,7
2393.0,7
1608.0,7
3529.0,7
2276.0,7
2499.0,7
1675.0,7
1511.0,7
3129.0,7
3465.0,7
1456.0,7
3169.0,7
3339.0,7
3249.0,7
4041.0,7
1435.0,7
1257.0,7
3103.0,7
2126.0,7
3231.0,7
3215.0,7
1946.0,7
3298.0,7
1151.0,7
3501.0,7
2830.0,7
3376.0,7
4208.0,7
1272.0,7
3005.0,7
1279.0,7
1828.0,7
2186.0,7
2288.0,7
1636.0,7
3180.0,7
1658.0,7
1643.0,7
3031.0,7
3913.0,7
1777.0,7
1336.0,7
1524.0,7
3999.0,7
1679.0,7
1218.0,7
1892.0,7
3222.0,7
1986.0,7
1343.0,7
3084.0,7
1290.0,7
1514.0,7
1268.0,7
3052.0,7
1278.0,7
1495.0,7
1569.0,7
1894.0,7
1530.0,7
3067.0,7
1166.0,7
1230.0,7
1664.0,7
3244.0,7
2162.0,7
4151.0,7
3371.0,7
1833.0,7
3120.0,7
4815.0,6
1532.0,6
1761.0,6
1965.0,6
1192.0,6
1523.0,6
1806.0,6
1421.0,6
1143.0,6
1400.0,6
1489.0,6
3407.0,6
1201.0,6
1320.0,6
3115.0,6
3551.0,6
3263.0,6
2972.0,6
3252.0,6
1451.0,6
1507.0,6
3331.0,6
1630.0,6
3759.0,6
2882.0,6
1412.0,6
2088.0,6
1515.0,6
2955.0,6
3639.0,6
3537.0,6
3021.0,6
3088.0,6
3051.0,6
3925.0,6
3015.0,6
2376.0,6
2254.0,6
3776.0,6
1216.0,6
1552.0,6
1791.0,6
1387.0,6
1709.0,6
3548.0,6
3468.0,6
1711.0,6
1981.0,6
2958.0,6
3597.0,6
1716.0,6
1129.0,6
1275.0,6
3516.0,6
3856.0,6
3303.0,6
1691.0,6
3311.0,6
3797.0,6
1348.0,6
3372.0,6
1493.0,6
3322.0,6
1484.0,6
1331.0,6
2731.0,6
3442.0,6
3780.0,6
1800.0,6
1500.0,6
3596.0,6
1341.0,6
1547.0,6
1175.0,6
1887.0,6
1155.0,6
3193.0,6
2969.0,6
2350.0,6
1413.0,6
3143.0,6
2111.0,6
3497.0,6
3881.0,6
3459.0,6
3620.0,6
3576.0,6
1327.0,6
1187.0,6
1693.0,6
3574.0,6
3470.0,6
1197.0,6
1423.0,6
3489.0,6
3858.0,6
1746.0,6
1943.0,6
1535.0,6
3012.0,6
3495.0,6
2539.0,6
4425.0,6
2704.0,6
1666.0,6
2921.0,6
1468.0,6
3388.0,6
3356.0,6
3812.0,6
1480.0,6
2891.0,6
3590.0,6
1259.0,6
3250.0,6
2518.0,6
2336.0,6
1750.0,6
1332.0,6
2113.0,6
3454.0,6
1611.0,6
3278.0,6
3438.0,6
1747.0,6
3437.0,6
2954.0,6
3330.0,6
2109.0,6
3018.0,6
3740.0,6
3502.0,6
3833.0,6
3160.0,6
1936.0,6
1848.0,6
3544.0,6
3660.0,6
3604.0,6
1572.0,6
3395.0,6
3326.0,6
1877.0,6
3479.0,6
1726.0,6
1085.0,6
1337.0,6
1449.0,6
1425.0,6
1256.0,6
1723.0,6
1684.0,6
3423.0,6
1659.0,6
2963.0,6
3240.0,6
3521.0,6
1557.0,6
1176.0,6
3360.0,6
1732.0,6
3527.0,6
1128.0,6
3321.0,6
1583.0,6
1652.0,6
2237.0,6
1417.0,6
2215.0,6
1303.0,6
2297.0,6
1772.0,6
1210.0,6
2200.0,6
2023.0,6
3269.0,6
3348.0,6
2037.0,6
3385.0,6
3447.0,6
3359.0,6
1508.0,6
3611.0,6
3939.0,6
1610.0,6
3499.0,6
1095.0,6
1845.0,6
1876.0,6
3633.0,6
3336.0,6
3293.0,6
1934.0,6
1870.0,6
1776.0,6
3258.0,6
4088.0,6
1223.0,6
2199.0,6
1743.0,6
2990.0,6
3300.0,6
3096.0,6
2287.0,6
1927.0,6
3146.0,6
1974.0,6
3011.0,6
1766.0,6
1638.0,6
1438.0,6
3343.0,6
3553.0,6
1368.0,6
3434.0,6
2216.0,6
2042.0,6
3332.0,6
2952.0,6
1191.0,6
2601.0,6
1326.0,6
1818.0,6
2174.0,6
1956.0,6
2887.0,6
1884.0,6
1205.0,6
3035.0,6
3488.0,6
2977.0,6
1853.0,6
2994.0,6
1618.0,6
3531.0,6
3114.0,6
2734.0,6
3369.0,6
2363.0,6
1764.0,6
3353.0,6
3464.0,6
2068.0,6
3875.0,6
3498.0,6
3077.0,6
1366.0,6
1961.0,6
2953.0,6
1227.0,6
1890.0,6
1525.0,6
2851.0,6
3659.0,6
2947.0,6
2964.0,6
3844.0,6
3312.0,6
1345.0,6
1518.0,6
3444.0,6
3850.0,6
1555.0,6
1576.0,6
1374.0,6
1263.0,6
1441.0,6
2051.0,6
3933.0,6
3342.0,6
1958.0,6
3528.0,6
1478.0,6
3151.0,6
1738.0,5
1434.0,5
4032.0,5
1836.0,5
1829.0,5
1749.0,5
1419.0,5
3425.0,5
1866.0,5
1119.0,5
2968.0,5
3692.0,5
1122.0,5
1987.0,5
1782.0,5
4183.0,5
3714.0,5
4496.0,5
1824.0,5
3588.0,5
4337.0,5
3517.0,5
4020.0,5
1739.0,5
1339.0,5
3380.0,5
1803.0,5
1839.0,5
3508.0,5
1975.0,5
3738.0,5
1775.0,5
1724.0,5
4181.0,5
1586.0,5
1424.0,5
1526.0,5
1719.0,5
3505.0,5
1737.0,5
3654.0,5
1361.0,5
3472.0,5
3791.0,5
1476.0,5
1688.0,5
3573.0,5
3677.0,5
3926.0,5
3583.0,5
3038.0,5
1614.0,5
3306.0,5
4175.0,5
1741.0,5
2257.0,5
2156.0,5
1147.0,5
3668.0,5
1578.0,5
3763.0,5
3617.0,5
1907.0,5
1790.0,5
4083.0,5
1545.0,5
4201.0,5
3506.0,5
1575.0,5
1710.0,5
3814.0,5
1233.0,5
1316.0,5
1731.0,5
3735.0,5
1683.0,5
2983.0,5
4085.0,5
3566.0,5
2856.0,5
3397.0,5
1452.0,5
1755.0,5
3042.0,5
1734.0,5
1207.0,5
3439.0,5
1964.0,5
3281.0,5
3686.0,5
1365.0,5
1306.0,5
1838.0,5
1916.0,5
3570.0,5
3449.0,5
3733.0,5
1742.0,5
1517.0,5
1706.0,5
3027.0,5
1091.0,5
1868.0,5
4274.0,5
4111.0,5
3752.0,5
3971.0,5
1707.0,5
3384.0,5
4303.0,5
4556.0,5
3822.0,5
3690.0,5
3618.0,5
3403.0,5
3147.0,5
3460.0,5
1371.0,5
3699.0,5
1628.0,5
2689.0,5
2014.0,5
3536.0,5
3808.0,5
3789.0,5
1929.0,5
3433.0,5
3584.0,5
1785.0,5
1895.0,5
1939.0,5
2082.0,5
3710.0,5
3509.0,5
4278.0,5
1585.0,5
1395.0,5
3032.0,5
3705.0,5
4285.0,5
3327.0,5
3601.0,5
1539.0,5
1510.0,5
1933.0,5
1835.0,5
1598.0,5
3641.0,5
3000.0,5
3008.0,5
1600.0,5
4624.0,5
3557.0,5
3587.0,5
1353.0,5
1893.0,5
3671.0,5
1813.0,5
1440.0,5
4055.0,5
1483.0,5
3905.0,5
3820.0,5
3291.0,5
4000.0,5
4371.0,5
2604.0,5
1699.0,5
1126.0,5
3560.0,5
3746.0,5
1553.0,5
3552.0,5
3748.0,5
1211.0,5
1597.0,5
1648.0,5
4302.0,5
2278.0,5
2339.0,5
3174.0,5
1689.0,5
3399.0,5
2823.0,5
1328.0,5
3220.0,5
1857.0,5
1414.0,5
4004.0,5
3424.0,5
1333.0,5
1411.0,5
1805.0,5
1865.0,5
3277.0,5
3891.0,5
1729.0,5
3961.0,5
3689.0,5
3408.0,5
1577.0,5
3375.0,5
1376.0,5
1580.0,5
2398.0,5
3983.0,5
1429.0,5
3911.0,5
3276.0,5
1817.0,5
3178.0,5
1503.0,5
1918.0,5
1680.0,5
3744.0,5
3589.0,5
1632.0,5
1847.0,5
3863.0,5
1362.0,5
1917.0,5
3938.0,5
3301.0,5
3608.0,5
1690.0,5
1945.0,5
3682.0,5
1396.0,5
3345.0,5
3265.0,5
1728.0,5
1912.0,5
3455.0,5
1372.0,5
1692.0,5
3487.0,5
2175.0,5
3928.0,5
4264.0,5
3308.0,5
1804.0,5
3628.0,5
3720.0,5
1446.0,5
2988.0,5
1546.0,5
3658.0,5
3346.0,5
3153.0,5
3651.0,5
1522.0,5
1398.0,5
2678.0,5
1283.0,5
1802.0,5
4091.0,5
3490.0,5
3224.0,5
1367.0,5
3799.0,5
1590.0,5
3672.0,5
4360.0,5
1983.0,5
2074.0,5
3555.0,5
1465.0,5
3723.0,5
3329.0,5
3389.0,5
1947.0,5
3757.0,5
1644.0,5
4188.0,5
4595.0,5
3320.0,5
4324.0,5
4215.0,5
1650.0,5
1966.0,5
3669.0,5
1705.0,5
3950.0,5
3309.0,5
4952.0,5
1702.0,5
3578.0,5
1861.0,5
2225.0,5
1487.0,5
1494.0,5
1352.0,5
1795.0,5
1599.0,5
3500.0,5
1462.0,5
3855.0,4
3610.0,4
2060.0,4
4225.0,4
2030.0,4
3354.0,4
1801.0,4
3448.0,4
3921.0,4
3747.0,4
1188.0,4
3341.0,4
3726.0,4
3287.0,4
1467.0,4
1736.0,4
4374.0,4
3575.0,4
3769.0,4
3737.0,4
3949.0,4
3159.0,4
3351.0,4
3923.0,4
3338.0,4
4263.0,4
1404.0,4
3745.0,4
3392.0,4
3405.0,4
1461.0,4
3586.0,4
3661.0,4
4228.0,4
3771.0,4
3990.0,4
3767.0,4
3678.0,4
3503.0,4
1512.0,4
3895.0,4
2052.0,4
4590.0,4
1469.0,4
3832.0,4
3373.0,4
2098.0,4
3419.0,4
3750.0,4
1637.0,4
2022.0,4
1373.0,4
4338.0,4
3492.0,4
3210.0,4
3652.0,4
2067.0,4
3496.0,4
5616.0,4
1830.0,4
4002.0,4
1212.0,4
3841.0,4
4136.0,4
1433.0,4
4578.0,4
1273.0,4
3493.0,4
4105.0,4
3730.0,4
1594.0,4
1380.0,4
4276.0,4
4012.0,4
4878.0,4
1745.0,4
1454.0,4
1727.0,4
4250.0,4
3657.0,4
4210.0,4
3370.0,4
1146.0,4
1914.0,4
3673.0,4
3621.0,4
4148.0,4
3914.0,4
3561.0,4
2965.0,4
3670.0,4
1551.0,4
5100.0,4
1392.0,4
3653.0,4
3783.0,4
4252.0,4
3431.0,4
3625.0,4
1921.0,4
1621.0,4
3984.0,4
1550.0,4
1206.0,4
3514.0,4
4485.0,4
4296.0,4
1613.0,4
3567.0,4
1915.0,4
1541.0,4
1432.0,4
1609.0,4
3642.0,4
4532.0,4
1872.0,4
5262.0,4
1502.0,4
4502.0,4
4500.0,4
3510.0,4
4427.0,4
1260.0,4
3810.0,4
1606.0,4
4395.0,4
3919.0,4
1593.0,4
3457.0,4
3988.0,4
3197.0,4
4471.0,4
4358.0,4
3328.0,4
4480.0,4
4976.0,4
1351.0,4
4599.0,4
3599.0,4
1357.0,4
3214.0,4
3549.0,4
3319.0,4
3736.0,4
1883.0,4
4204.0,4
1808.0,4
3761.0,4
4341.0,4
4207.0,4
4352.0,4
4043.0,4
3290.0,4
1901.0,4
3594.0,4
4166.0,4
3715.0,4
3513.0,4
2166.0,4
3466.0,4
1831.0,4
4381.0,4
3964.0,4
4280.0,4
1676.0,4
3908.0,4
5105.0,4
3275.0,4
1213.0,4
3876.0,4
2337.0,4
3476.0,4
3411.0,4
1744.0,4
3463.0,4
3410.0,4
1409.0,4
4650.0,4
4066.0,4
1455.0,4
3666.0,4
1497.0,4
1354.0,4
3935.0,4
3485.0,4
1913.0,4
4367.0,4
1459.0,4
3879.0,4
4179.0,4
3355.0,4
1863.0,4
3366.0,4
1796.0,4
1325.0,4
2293.0,4
4140.0,4
3838.0,4
4009.0,4
3581.0,4
4080.0,4
3297.0,4
3687.0,4
3650.0,4
1473.0,4
2985.0,4
3539.0,4
1763.0,4
1472.0,4
1410.0,4
1445.0,4
4339.0,4
3545.0,4
3137.0,4
1694.0,4
3945.0,4
3602.0,4
4010.0,4
3168.0,4
1099.0,4
1420.0,4
3091.0,4
3613.0,4
3709.0,4
3801.0,4
3788.0,4
1733.0,4
3349.0,4
3727.0,4
4522.0,4
1401.0,4
3864.0,4
1416.0,4
3691.0,4
4385.0,4
3267.0,4
4195.0,4
2611.0,4
3239.0,4
1482.0,4
3937.0,4
4694.0,4
3367.0,4
1540.0,4
4047.0,4
3273.0,4
4124.0,4
4293.0,4
3827.0,4
1464.0,4
1860.0,4
3790.0,4
3753.0,4
1202.0,4
3839.0,4
1519.0,4
3809.0,4
1760.0,4
1730.0,4
3936.0,4
3352.0,4
3930.0,4
3960.0,4
1670.0,4
1428.0,4
1369.0,4
4199.0,4
1604.0,4
3422.0,4
3534.0,4
3230.0,4
3415.0,4
3963.0,4
3683.0,4
1548.0,4
1457.0,4
1787.0,4
3722.0,4
5076.0,3
4315.0,3
3432.0,3
4372.0,3
4505.0,3
1466.0,3
4763.0,3
3624.0,3
4346.0,3
3704.0,3
3798.0,3
3732.0,3
4082.0,3
3337.0,3
2666.0,3
1815.0,3
1475.0,3
3524.0,3
4467.0,3
4493.0,3
4807.0,3
4408.0,3
4022.0,3
4267.0,3
4462.0,3
4222.0,3
3456.0,3
4150.0,3
1841.0,3
1529.0,3
4260.0,3
4056.0,3
4235.0,3
3749.0,3
4336.0,3
1797.0,3
3804.0,3
4465.0,3
4288.0,3
4744.0,3
1574.0,3
4321.0,3
3632.0,3
4488.0,3
3951.0,3
3286.0,3
4563.0,3
3259.0,3
1509.0,3
3377.0,3
3383.0,3
4131.0,3
1460.0,3
3781.0,3
3630.0,3
3603.0,3
3391.0,3
4314.0,3
1663.0,3
6019.0,3
3646.0,3
3853.0,3
4211.0,3
4678.0,3
1389.0,3
1641.0,3
4939.0,3
5155.0,3
3970.0,3
3802.0,3
1629.0,3
5256.0,3
4329.0,3
1819.0,3
4440.0,3
1559.0,3
4469.0,3
3734.0,3
3836.0,3
3640.0,3
4139.0,3
3507.0,3
4428.0,3
5125.0,3
3519.0,3
3317.0,3
3845.0,3
1298.0,3
3917.0,3
3562.0,3
3697.0,3
4989.0,3
4794.0,3
4786.0,3
4298.0,3
3897.0,3
3532.0,3
4117.0,3
3440.0,3
3953.0,3
5796.0,3
3848.0,3
3413.0,3
3675.0,3
3404.0,3
1757.0,3
1668.0,3
3956.0,3
4343.0,3
4431.0,3
3900.0,3
4097.0,3
4143.0,3
3712.0,3
4876.0,3
1157.0,3
4369.0,3
4154.0,3
3554.0,3
1447.0,3
3605.0,3
3382.0,3
9008.0,3
4067.0,3
4887.0,3
3706.0,3
1378.0,3
4747.0,3
3614.0,3
4932.0,3
4409.0,3
4036.0,3
3645.0,3
4980.0,3
1774.0,3
4096.0,3
4029.0,3
5389.0,3
3912.0,3
3638.0,3
3387.0,3
5404.0,3
1696.0,3
3292.0,3
3775.0,3
4479.0,3
4323.0,3
4473.0,3
3412.0,3
4277.0,3
3648.0,3
5079.0,3
4693.0,3
3786.0,3
4531.0,3
2672.0,3
1771.0,3
4362.0,3
4668.0,3
4223.0,3
4331.0,3
3592.0,3
3674.0,3
5146.0,3
1556.0,3
4170.0,3
4603.0,3
4549.0,3
1538.0,3
3585.0,3
3768.0,3
4441.0,3
4421.0,3
3591.0,3
4734.0,3
3310.0,3
4110.0,3
3870.0,3
3333.0,3
4077.0,3
4137.0,3
4008.0,3
4561.0,3
3364.0,3
3813.0,3
3843.0,3
4430.0,3
3909.0,3
4356.0,3
5676.0,3
4683.0,3
1350.0,3
1439.0,3
3696.0,3
1582.0,3
1677.0,3
3910.0,3
1554.0,3
4306.0,3
3469.0,3
4731.0,3
3958.0,3
3684.0,3
3868.0,3
1687.0,3
1584.0,3
4677.0,3
3676.0,3
3436.0,3
4319.0,3
4057.0,3
1626.0,3
1486.0,3
3550.0,3
4226.0,3
3451.0,3
4037.0,3
1682.0,3
3475.0,3
5377.0,3
9128.0,3
3773.0,3
5617.0,3
4125.0,3
5041.0,3
4309.0,3
3538.0,3
1470.0,3
3874.0,3
8532.0,3
4071.0,3
1436.0,3
5431.0,3
1882.0,3
1453.0,3
1471.0,3
4119.0,3
3842.0,3
4273.0,3
3920.0,3
3815.0,3
2136.0,3
3805.0,3
3564.0,3
4713.0,3
5255.0,3
5241.0,3
3846.0,3
4287.0,3
3430.0,3
4882.0,3
4099.0,3
3932.0,3
4517.0,3
3619.0,3
3229.0,3
3347.0,3
1542.0,3
4299.0,3
1821.0,3
3616.0,3
3695.0,3
1408.0,3
4684.0,3
4048.0,3
3754.0,3
1587.0,3
3600.0,3
3899.0,3
5098.0,3
1906.0,3
4883.0,3
3794.0,3
4196.0,3
4943.0,3
4224.0,3
4072.0,3
3429.0,3
4227.0,3
3643.0,3
8930.0,3
4261.0,3
1458.0,3
3637.0,3
5021.0,3
4018.0,3
3612.0,3
3782.0,3
3825.0,3
3967.0,3
3595.0,3
3973.0,3
4042.0,3
5005.0,3
4375.0,3
3831.0,3
4772.0,3
3892.0,3
3486.0,3
3461.0,3
3758.0,3
5934.0,3
1703.0,3
3985.0,3
3261.0,3
1437.0,3
4463.0,3
3784.0,3
4705.0,3
4217.0,3
1704.0,3
8024.0,3
4340.0,3
3823.0,3
4193.0,3
1640.0,3
3977.0,3
4322.0,3
4027.0,3
3731.0,3
1375.0,3
3819.0,3
3480.0,3
4611.0,3
4090.0,3
3778.0,3
1809.0,3
4482.0,3
3867.0,3
3679.0,3
4513.0,3
3861.0,3
1549.0,3
3852.0,3
4721.0,3
5024.0,3
3980.0,3
4114.0,3
4050.0,3
1979.0,3
3851.0,3
1867.0,3
4990.0,3
4429.0,3
3649.0,3
3568.0,3
4294.0,3
3830.0,3
4272.0,3
4383.0,3
4165.0,3
3629.0,3
4728.0,3
3664.0,3
3702.0,3
4255.0,3
4416.0,3
3743.0,3
3656.0,3
3755.0,3
4146.0,3
4623.0,3
3816.0,3
3522.0,3
3518.0,3
4292.0,3
4930.0,3
3515.0,3
4379.0,3
3708.0,2
4491.0,2
4627.0,2
4318.0,2
4234.0,2
1488.0,2
8647.0,2
3824.0,2
3593.0,2
4766.0,2
5029.0,2
5369.0,2
4941.0,2
3572.0,2
5926.0,2
4792.0,2
4239.0,2
4031.0,2
5718.0,2
3569.0,2
4658.0,2
4190.0,2
4152.0,2
5106.0,2
3800.0,2
8608.0,2
4419.0,2
4637.0,2
3880.0,2
3878.0,2
5954.0,2
3952.0,2
4572.0,2
2167.0,2
4289.0,2
3982.0,2
4270.0,2
8931.0,2
3954.0,2
5047.0,2
3779.0,2
4576.0,2
3859.0,2
4001.0,2
4391.0,2
4205.0,2
8845.0,2
3996.0,2
1635.0,2
3512.0,2
4407.0,2
4376.0,2
4286.0,2
4327.0,2
3598.0,2
5026.0,2
4938.0,2
1565.0,2
4680.0,2
4535.0,2
1708.0,2
3694.0,2
1581.0,2
5706.0,2
4656.0,2
5138.0,2
8942.0,2
5216.0,2
3829.0,2
4690.0,2
3416.0,2
4753.0,2
3944.0,2
4378.0,2
5027.0,2
3795.0,2
4162.0,2
3975.0,2
5084.0,2
3504.0,2
4816.0,2
5289.0,2
5111.0,2
4555.0,2
4320.0,2
5500.0,2
8998.0,2
4220.0,2
4177.0,2
4758.0,2
4450.0,2
4960.0,2
4241.0,2
5174.0,2
4685.0,2
