status_code,t,status,l
1,2019-12-14T05:25:51.000Z,TF,2019-12-14T08:25:02.073Z
1,2019-12-16T02:20:20.000Z,TF,2019-12-16T02:20:20.000Z
2,2019-12-16T02:20:20.000Z,Registered,2019-12-16T12:22:43.268Z
2,2019-12-16T12:41:06.000Z,Registered,2019-12-16T18:22:18.831Z
1,2019-12-16T12:41:06.000Z,TF,2019-12-16T12:41:06.000Z
2,2019-12-16T12:41:06.000Z,Registered,2019-12-16T12:41:06.000Z
1,2019-12-16T16:11:18.000Z,TF,2019-12-16T16:11:18.000Z
2,2019-12-16T16:11:18.000Z,Registered,2019-12-17T17:20:10.176Z
1,2019-12-17T03:56:25.000Z,TF,2019-12-17T21:20:10.434Z
2,2019-12-17T03:56:25.000Z,Registered,2019-12-18T13:22:08.906Z
1,2019-12-18T02:10:31.000Z,TF,2019-12-18T02:10:31.000Z
2,2019-12-18T02:10:31.000Z,Registered,2019-12-18T18:23:23.064Z
1,2019-12-18T02:10:31.000Z,TF,2019-12-18T20:28:30.736Z
2,2019-12-18T02:10:31.000Z,Registered,2019-12-19T11:21:18.708Z
1,2019-12-19T10:24:17.000Z,TF,2019-12-19T13:21:32.236Z
2,2019-12-19T10:24:17.000Z,Registered,2019-12-19T18:22:18.712Z
1,2019-12-19T17:55:20.000Z,TF,2019-12-19T17:55:20.000Z
2,2019-12-19T17:55:20.000Z,Registered,2019-12-20T07:22:05.731Z
2,2019-12-20T06:55:54.000Z,Registered,2019-12-20T06:55:54.000Z
1,2019-12-20T06:55:54.000Z,TF,2019-12-20T14:21:21.958Z
1,2019-12-20T06:55:54.000Z,TF,2019-12-20T23:23:37.178Z
2,2019-12-20T21:22:33.000Z,Registered,2019-12-21T15:23:48.805Z
1,2019-12-21T03:27:06.000Z,TF,2019-12-21T20:21:27.862Z
2,2019-12-21T16:50:39.000Z,Registered,2019-12-23T18:21:13.050Z
1,2019-12-23T18:09:06.000Z,TF,2019-12-23T22:21:17.303Z
2,2019-12-23T18:09:06.000Z,Registered,2019-12-24T18:23:24.051Z
1,2019-12-24T17:38:00.000Z,TF,2019-12-24T20:21:23.296Z
2,2019-12-24T20:15:00.000Z,Registered,2019-12-25T14:22:50.903Z
2,2019-12-25T05:27:39.000Z,Registered,2019-12-25T22:22:55.125Z
1,2019-12-25T05:27:39.000Z,TF,2019-12-25T05:27:39.000Z
1,2019-12-25T22:12:54.000Z,TF,2019-12-25T22:12:54.000Z
2,2019-12-25T22:12:54.000Z,Registered,2019-12-26T12:21:35.048Z
1,2019-12-26T10:53:08.000Z,TF,2019-12-26T15:22:33.461Z
2,2019-12-26T10:53:08.000Z,Registered,2019-12-26T22:21:36.607Z
1,2019-12-26T22:00:33.000Z,TF,2019-12-26T22:00:33.000Z
2,2019-12-26T22:00:33.000Z,Registered,2019-12-27T12:25:33.504Z
1,2019-12-27T02:59:54.000Z,TF,2019-12-27T15:22:30.021Z
1,2019-12-27T14:22:41.000Z,TF,2019-12-27T21:22:35.164Z
2,2019-12-27T14:22:41.000Z,Registered,2019-12-27T14:22:41.000Z
2,2019-12-27T14:22:41.000Z,Registered,2019-12-27T18:22:22.759Z
1,2019-12-27T22:00:35.000Z,TF,2019-12-28T07:24:31.598Z
2,2019-12-28T05:14:16.000Z,Registered,2019-12-28T13:22:59.648Z
1,2019-12-28T11:25:19.000Z,TF,2019-12-28T11:25:19.000Z
2,2019-12-28T11:25:19.000Z,Registered,2019-12-28T16:21:34.118Z
1,2019-12-28T11:25:19.000Z,TF,2019-12-28T23:23:13.516Z
2,2019-12-28T11:25:19.000Z,Registered,2019-12-29T11:22:35.322Z
1,2019-12-29T11:10:12.000Z,TF,2019-12-29T14:21:41.064Z
2,2019-12-29T11:10:12.000Z,Registered,2019-12-29T19:22:32.396Z
1,2019-12-29T17:01:34.000Z,TF,2019-12-29T17:01:34.000Z
2,2019-12-29T17:01:34.000Z,Registered,2019-12-30T17:22:48.694Z
1,2019-12-30T02:23:32.000Z,TF,2019-12-30T02:23:32.000Z
2,2019-12-30T02:23:32.000Z,Registered,2019-12-31T18:21:07.018Z
1,2019-12-31T06:59:10.000Z,TF,2019-12-31T20:21:07.275Z
2,2019-12-31T06:59:10.000Z,Registered,2020-01-01T16:21:39.175Z
1,2020-01-01T13:25:47.000Z,TF,2020-01-01T23:22:53.053Z
2,2020-01-01T13:25:47.000Z,Registered,2020-01-02T13:24:04.079Z
1,2020-01-02T03:27:37.000Z,TF,2020-01-02T03:27:37.000Z
2,2020-01-02T03:27:37.000Z,Registered,2020-01-03T17:24:39.379Z
1,2020-01-03T03:18:16.000Z,TF,2020-01-03T22:20:22.677Z
1,2020-01-03T22:00:41.000Z,TF,2020-01-04T05:24:10.917Z
2,2020-01-03T22:00:41.000Z,Registered,2020-01-03T22:00:41.000Z
2,2020-01-04T02:55:32.000Z,Registered,2020-01-04T16:20:21.307Z
1,2020-01-04T02:55:32.000Z,TF,2020-01-04T22:20:22.403Z
2,2020-01-04T22:00:37.000Z,Registered,2020-01-05T17:23:46.880Z
1,2020-01-05T17:01:55.000Z,TF,2020-01-05T21:24:06.078Z
2,2020-01-05T17:01:55.000Z,Registered,2020-01-06T20:21:00.215Z
1,2020-01-06T16:04:51.000Z,TF,2020-01-06T23:24:28.645Z
2,2020-01-06T22:03:32.000Z,Registered,2020-01-07T21:24:17.403Z
1,2020-01-07T08:33:19.000Z,TF,2020-01-07T23:23:38.336Z
2,2020-01-07T08:33:19.000Z,Registered,2020-01-08T15:28:30.880Z
1,2020-01-08T03:21:10.000Z,TF,2020-01-08T03:21:10.000Z
2,2020-01-08T03:21:10.000Z,Registered,2020-01-08T23:26:42.571Z
1,2020-01-08T03:21:10.000Z,TF,2020-01-09T09:25:24.281Z
2,2020-01-09T04:08:42.000Z,Registered,2020-01-09T04:08:42.000Z
1,2020-01-09T10:22:42.000Z,TF,2020-01-09T14:20:46.754Z
2,2020-01-09T10:22:42.000Z,Registered,2020-01-09T19:25:41.745Z
2,2020-01-09T10:22:42.000Z,Registered,2020-01-10T18:21:41.845Z
1,2020-01-09T10:22:42.000Z,TF,2020-01-09T22:20:55.279Z
1,2020-01-10T02:11:55.000Z,TF,2020-01-10T20:22:06.303Z
2,2020-01-10T02:11:55.000Z,Registered,2020-01-11T06:20:48.065Z
1,2020-01-11T05:24:54.000Z,TF,2020-01-11T10:26:01.942Z
2,2020-01-11T05:24:54.000Z,Registered,2020-01-11T20:28:14.470Z
1,2020-01-11T05:24:54.000Z,TF,2020-01-11T05:24:54.000Z
2,2020-01-11T05:24:54.000Z,Registered,2020-01-12T20:22:14.495Z
1,2020-01-12T17:01:51.000Z,TF,2020-01-12T17:01:51.000Z
2,2020-01-12T17:01:51.000Z,Registered,2020-01-12T23:26:16.704Z
1,2020-01-12T22:31:42.000Z,TF,2020-01-13T02:22:23.789Z
2,2020-01-13T02:12:35.000Z,Registered,2020-01-13T19:21:09.163Z
1,2020-01-13T03:00:50.000Z,TF,2020-01-13T22:22:20.919Z
2,2020-01-13T22:00:34.000Z,Registered,2020-01-14T13:23:45.713Z
1,2020-01-14T05:09:53.000Z,TF,2020-01-14T22:22:42.797Z
1,2020-01-14T05:09:53.000Z,TF,2020-01-14T16:22:34.918Z
2,2020-01-14T05:09:53.000Z,Registered,2020-01-14T05:09:53.000Z
2,2020-01-14T05:09:53.000Z,Registered,2020-01-15T18:32:01.693Z
2,2020-01-15T11:12:00.000Z,Registered,2020-01-16T18:25:12.825Z
1,2020-01-15T11:12:00.000Z,TF,2020-01-15T21:20:11.487Z
1,2020-01-16T05:39:29.000Z,TF,2020-01-16T20:22:48.586Z
2,2020-01-16T05:39:29.000Z,Registered,2020-01-17T23:28:32.241Z
1,2020-01-17T22:00:40.000Z,TF,2020-01-18T07:25:22.395Z
2,2020-01-18T04:21:15.000Z,Registered,2020-01-19T22:28:19.258Z
1,2020-01-19T22:31:42.000Z,TF,2020-01-19T22:31:42.000Z
2,2020-01-19T22:31:42.000Z,Registered,2020-01-20T13:09:45.280Z
1,2020-01-20T10:18:54.000Z,TF,2020-01-20T23:27:36.736Z
2,2020-01-20T15:22:42.000Z,Registered,2020-01-21T18:38:39.362Z
1,2020-01-21T03:01:25.000Z,TF,2020-01-21T21:33:49.940Z
2,2020-01-21T03:01:25.000Z,Registered,2020-01-21T23:30:08.029Z
1,2020-01-21T03:01:25.000Z,TF,2020-01-22T04:33:03.661Z
2,2020-01-22T04:21:06.000Z,Registered,2020-01-31T08:25:09.770Z
2,2020-01-31T03:09:43.000Z,Registered,2020-01-31T18:21:56.870Z
1,2020-01-31T03:09:43.000Z,TF,2020-01-31T03:09:43.000Z
2,2020-01-31T03:09:43.000Z,Registered,2020-02-01T12:23:08.827Z
1,2020-01-31T03:09:43.000Z,TF,2020-01-31T12:14:15.331Z
1,2020-02-01T03:32:43.000Z,TF,2020-02-01T03:32:43.000Z
2,2020-02-01T03:32:43.000Z,Registered,2020-02-02T22:22:19.376Z
1,2020-02-02T22:00:38.000Z,TF,2020-02-02T22:00:38.000Z
2,2020-02-02T22:31:42.000Z,Registered,2020-02-03T08:24:00.020Z
1,2020-02-03T03:02:24.000Z,TF,2020-02-03T03:02:24.000Z
2,2020-02-03T03:02:24.000Z,Registered,2020-02-04T08:21:41.526Z
1,2020-02-04T02:47:58.000Z,TF,2020-02-04T02:47:58.000Z
2,2020-02-04T02:47:58.000Z,Registered,2020-02-06T16:23:41.676Z
1,2020-02-06T10:34:27.000Z,TF,2020-02-06T20:22:53.037Z
2,2020-02-06T10:34:27.000Z,Registered,2020-02-07T16:24:44.184Z
2,2020-02-07T03:12:27.000Z,Registered,2020-02-07T21:21:44.132Z
1,2020-02-07T03:12:27.000Z,TF,2020-02-07T03:12:27.000Z
2,2020-02-07T22:00:39.000Z,Registered,2020-02-08T10:24:29.422Z
1,2020-02-08T02:41:03.000Z,TF,2020-02-08T16:27:02.400Z
2,2020-02-08T02:41:03.000Z,Registered,2020-02-09T17:21:53.676Z
1,2020-02-09T17:01:36.000Z,TF,2020-02-09T17:01:36.000Z
2,2020-02-09T17:01:36.000Z,Registered,2020-02-09T23:21:35.511Z
1,2020-02-09T22:31:39.000Z,TF,2020-02-10T07:21:47.199Z
1,2020-02-10T02:20:14.000Z,TF,2020-02-10T02:20:14.000Z
2,2020-02-10T02:20:14.000Z,Registered,2020-02-11T12:21:34.938Z
2,2020-02-10T02:20:14.000Z,Registered,2020-02-10T18:29:41.310Z
1,2020-02-11T11:45:44.000Z,TF,2020-02-11T11:45:44.000Z
2,2020-02-11T12:47:34.000Z,Registered,2020-02-11T20:23:56.213Z
2,2020-02-11T13:41:34.000Z,Registered,2020-02-12T00:24:37.945Z
1,2020-02-11T13:41:34.000Z,TF,2020-02-11T13:41:34.000Z
2,2020-02-12T01:34:58.000Z,Registered,2020-02-12T15:25:37.616Z
1,2020-02-12T04:51:37.000Z,TF,2020-02-12T04:51:37.000Z
2,2020-02-12T04:51:37.000Z,Registered,2020-02-12T18:24:03.957Z
1,2020-02-12T04:51:37.000Z,TF,2020-02-12T20:24:29.948Z
2,2020-02-12T04:51:37.000Z,Registered,2020-02-13T13:25:22.736Z
2,2020-02-13T03:39:05.000Z,Registered,2020-02-13T03:39:05.000Z
1,2020-02-13T03:39:05.000Z,TF,2020-02-13T03:39:05.000Z
1,2020-02-13T03:39:05.000Z,TF,2020-02-13T20:24:07.834Z
2,2020-02-13T03:39:05.000Z,Registered,2020-02-13T23:27:36.443Z
1,2020-02-13T03:39:05.000Z,TF,2020-02-13T15:26:06.287Z
1,2020-02-13T21:27:18.000Z,TF,2020-02-13T21:27:18.000Z
2,2020-02-13T21:27:18.000Z,Registered,2020-02-14T03:27:30.314Z
1,2020-02-14T03:18:14.000Z,TF,2020-02-14T03:18:14.000Z
2,2020-02-14T03:18:14.000Z,Registered,2020-02-14T03:18:14.000Z
1,2020-02-14T04:32:18.000Z,TF,2020-02-14T04:32:18.000Z
2,2020-02-14T06:25:15.000Z,Registered,2020-02-14T06:25:15.000Z
2,2020-02-14T06:25:15.000Z,Registered,2020-02-14T15:26:13.035Z
2,2020-02-14T06:25:15.000Z,Registered,2020-02-14T10:23:43.108Z
1,2020-02-14T06:25:15.000Z,TF,2020-02-14T06:25:15.000Z
2,2020-02-14T06:25:15.000Z,Registered,2020-02-15T12:23:57.840Z
1,2020-02-14T06:25:15.000Z,TF,2020-02-14T20:23:03.164Z
1,2020-02-15T03:13:01.000Z,TF,2020-02-15T03:13:01.000Z
2,2020-02-15T03:13:01.000Z,Registered,2020-02-15T03:13:01.000Z
2,2020-02-15T03:13:01.000Z,Registered,2020-02-16T14:24:25.724Z
2,2020-02-15T03:13:01.000Z,Registered,2020-02-15T19:26:56.228Z
2,2020-02-16T04:37:25.000Z,Registered,2020-02-16T18:23:36.732Z
1,2020-02-16T04:37:25.000Z,TF,2020-02-16T16:24:15.563Z
2,2020-02-16T17:01:50.000Z,Registered,2020-02-17T13:28:49.191Z
1,2020-02-16T17:01:50.000Z,TF,2020-02-16T21:26:01.304Z
1,2020-02-17T12:23:19.000Z,TF,2020-02-17T15:26:45.176Z
2,2020-02-17T15:08:18.000Z,Registered,2020-02-17T19:26:06.613Z
1,2020-02-17T17:50:05.000Z,TF,2020-02-17T22:24:49.081Z
2,2020-02-17T22:00:30.000Z,Registered,2020-02-17T22:00:30.000Z
1,2020-02-17T22:00:30.000Z,TF,2020-02-18T06:26:40.036Z
2,2020-02-18T06:29:02.000Z,Registered,2020-02-18T11:26:00.622Z
1,2020-02-18T11:27:37.000Z,TF,2020-02-18T14:24:52.168Z
2,2020-02-18T13:46:15.000Z,Registered,2020-02-18T13:46:15.000Z
1,2020-02-18T15:25:49.000Z,TF,2020-02-18T17:27:02.888Z
2,2020-02-18T17:28:18.000Z,Registered,2020-02-18T17:28:18.000Z
1,2020-02-18T17:28:18.000Z,TF,2020-02-18T17:28:18.000Z
2,2020-02-18T17:28:18.000Z,Registered,2020-02-19T07:27:08.857Z
1,2020-02-19T07:27:19.000Z,TF,2020-02-19T07:27:19.000Z
2,2020-02-19T08:26:06.000Z,Registered,2020-02-19T08:26:06.000Z
1,2020-02-19T08:26:06.000Z,TF,2020-02-19T08:26:06.000Z
2,2020-02-19T10:25:25.000Z,Registered,2020-02-19T16:23:40.809Z
1,2020-02-19T16:25:54.000Z,TF,2020-02-19T19:25:57.434Z
2,2020-02-19T19:26:02.000Z,Registered,2020-02-20T01:32:40.578Z
1,2020-02-20T01:27:41.000Z,TF,2020-02-20T01:27:41.000Z
2,2020-02-20T02:24:16.000Z,Registered,2020-02-20T05:28:04.732Z
1,2020-02-20T04:24:00.000Z,TF,2020-02-20T04:24:00.000Z
2,2020-02-20T06:05:07.000Z,Registered,2020-02-20T06:05:07.000Z
1,2020-02-20T07:26:57.000Z,TF,2020-02-20T10:23:58.983Z
2,2020-02-20T09:31:41.000Z,Registered,2020-02-21T08:24:06.040Z
1,2020-02-21T07:28:57.000Z,TF,2020-02-21T07:28:57.000Z
2,2020-02-21T07:28:57.000Z,Registered,2020-02-21T12:23:53.276Z
1,2020-02-21T11:26:05.000Z,TF,2020-02-21T14:24:42.061Z
2,2020-02-21T14:24:52.000Z,Registered,2020-02-21T14:24:52.000Z
1,2020-02-21T14:24:52.000Z,TF,2020-02-21T14:24:52.000Z
2,2020-02-21T16:25:10.000Z,Registered,2020-02-21T16:25:10.000Z
1,2020-02-21T16:25:10.000Z,TF,2020-02-21T16:25:10.000Z
2,2020-02-21T18:11:29.000Z,Registered,2020-02-21T20:24:04.359Z
1,2020-02-21T19:26:21.000Z,TF,2020-02-21T22:23:22.593Z
2,2020-02-21T22:25:17.000Z,Registered,2020-02-22T11:25:39.318Z
1,2020-02-22T11:25:46.000Z,TF,2020-02-22T11:25:46.000Z
2,2020-02-22T11:25:46.000Z,Registered,2020-02-22T14:24:54.553Z
1,2020-02-22T13:46:59.000Z,TF,2020-02-22T13:46:59.000Z
2,2020-02-22T15:30:05.000Z,Registered,2020-02-22T17:25:37.359Z
1,2020-02-22T17:29:18.000Z,TF,2020-02-22T20:24:02.996Z
2,2020-02-22T19:44:03.000Z,Registered,2020-02-23T14:24:40.260Z
1,2020-02-23T14:28:29.000Z,TF,2020-02-23T17:27:32.435Z
2,2020-02-23T17:27:43.000Z,Registered,2020-02-23T19:27:20.108Z
1,2020-02-23T18:25:35.000Z,TF,2020-02-23T18:25:35.000Z
2,2020-02-23T20:25:53.000Z,Registered,2020-02-23T23:26:29.991Z
1,2020-02-23T22:31:38.000Z,TF,2020-02-23T22:31:38.000Z
2,2020-02-23T23:46:41.000Z,Registered,2020-02-24T02:23:43.922Z
1,2020-02-24T02:25:57.000Z,TF,2020-02-24T02:25:57.000Z
2,2020-02-24T02:25:57.000Z,Registered,2020-02-24T07:29:17.099Z
1,2020-02-24T06:53:39.000Z,TF,2020-02-24T06:53:39.000Z
2,2020-02-24T08:25:33.000Z,Registered,2020-02-24T08:25:33.000Z
1,2020-02-24T08:25:33.000Z,TF,2020-02-24T08:25:33.000Z
2,2020-02-24T10:09:00.000Z,Registered,2020-02-24T14:24:27.993Z
1,2020-02-24T14:26:48.000Z,TF,2020-02-24T14:26:48.000Z
2,2020-02-24T15:29:15.000Z,Registered,2020-02-24T18:23:54.914Z
2,2020-02-24T17:26:13.000Z,Registered,2020-02-25T01:32:22.579Z
1,2020-02-24T17:26:13.000Z,TF,2020-02-24T22:23:13.602Z
1,2020-02-24T17:26:13.000Z,TF,2020-02-24T17:26:13.000Z
2,2020-02-24T17:26:13.000Z,Registered,2020-02-25T10:24:20.528Z
2,2020-02-25T06:30:45.000Z,Registered,2020-02-26T11:26:06.043Z
2,2020-02-25T06:30:45.000Z,Registered,2020-02-25T06:30:45.000Z
1,2020-02-25T06:30:45.000Z,TF,2020-02-25T22:22:51.546Z
2,2020-02-25T06:30:45.000Z,Registered,2020-02-25T18:24:15.824Z
1,2020-02-25T06:30:45.000Z,TF,2020-02-25T06:30:45.000Z
1,2020-02-26T10:23:52.000Z,TF,2020-02-26T10:23:52.000Z
2,2020-02-26T10:23:52.000Z,Registered,2020-03-01T17:29:05.902Z
1,2020-03-01T17:01:46.000Z,TF,2020-03-01T17:01:46.000Z
2,2020-03-01T17:01:46.000Z,Registered,2020-03-01T17:01:46.000Z
1,2020-03-01T17:01:46.000Z,TF,2020-03-01T23:29:07.529Z
2,2020-03-01T22:31:36.000Z,Registered,2020-03-02T15:23:50.917Z
1,2020-03-02T11:14:36.000Z,TF,2020-03-02T11:14:36.000Z
2,2020-03-02T11:14:36.000Z,Registered,2020-03-02T19:24:30.367Z
2,2020-03-02T17:24:38.000Z,Registered,2020-03-03T13:24:39.136Z
1,2020-03-02T17:24:38.000Z,TF,2020-03-02T17:24:38.000Z
1,2020-03-03T03:50:20.000Z,TF,2020-03-03T03:50:20.000Z
2,2020-03-03T14:27:05.000Z,Registered,2020-03-03T14:27:05.000Z
1,2020-03-03T14:27:05.000Z,TF,2020-03-03T14:27:05.000Z
2,2020-03-03T16:05:31.000Z,Registered,2020-03-04T09:25:17.235Z
2,2020-03-03T16:05:31.000Z,Registered,2020-03-03T18:25:58.728Z
1,2020-03-03T16:05:31.000Z,TF,2020-03-03T20:24:46.175Z
1,2020-03-04T05:09:00.000Z,TF,2020-03-04T18:25:43.854Z
2,2020-03-04T05:09:00.000Z,Registered,2020-03-04T16:25:37.649Z
2,2020-03-04T05:09:00.000Z,Registered,2020-03-04T13:24:22.862Z
1,2020-03-04T05:09:00.000Z,TF,2020-03-04T05:09:00.000Z
2,2020-03-04T05:09:00.000Z,Registered,2020-03-05T11:24:28.639Z
2,2020-03-05T03:20:49.000Z,Registered,2020-03-06T10:25:06.424Z
2,2020-03-05T03:20:49.000Z,Registered,2020-03-05T19:25:01.287Z
1,2020-03-05T03:20:49.000Z,TF,2020-03-05T03:20:49.000Z
2,2020-03-06T02:52:41.000Z,Registered,2020-03-07T04:26:32.098Z
1,2020-03-06T02:52:41.000Z,TF,2020-03-06T02:52:41.000Z
1,2020-03-07T04:30:56.000Z,TF,2020-03-07T04:30:56.000Z
2,2020-03-07T05:15:07.000Z,Registered,2020-03-07T19:26:38.174Z
1,2020-03-07T05:15:07.000Z,TF,2020-03-07T22:27:26.650Z
2,2020-03-07T05:15:07.000Z,Registered,2020-03-08T09:27:09.274Z
2,2020-03-07T05:15:07.000Z,Registered,2020-03-07T14:26:08.798Z
1,2020-03-07T05:15:07.000Z,TF,2020-03-07T05:15:07.000Z
2,2020-03-08T09:19:11.000Z,Registered,2020-03-08T09:19:11.000Z
1,2020-03-08T09:19:11.000Z,TF,2020-03-08T09:19:11.000Z
1,2020-03-08T11:10:07.000Z,TF,2020-03-08T11:10:07.000Z
2,2020-03-08T11:10:07.000Z,Registered,2020-03-08T19:29:08.011Z
1,2020-03-08T17:02:00.000Z,TF,2020-03-08T17:02:00.000Z
2,2020-03-08T17:02:00.000Z,Registered,2020-03-08T22:32:08.820Z
1,2020-03-08T22:31:39.000Z,TF,2020-03-09T00:29:56.281Z
2,2020-03-08T22:31:39.000Z,Registered,2020-03-09T17:23:57.300Z
2,2020-03-09T08:29:07.000Z,Registered,2020-03-10T19:25:27.741Z
1,2020-03-09T08:29:07.000Z,TF,2020-03-09T20:25:44.725Z
1,2020-03-10T02:37:27.000Z,TF,2020-03-10T22:28:19.204Z
2,2020-03-10T22:00:35.000Z,Registered,2020-03-11T17:24:15.744Z
1,2020-03-11T14:29:54.000Z,TF,2020-03-11T22:28:29.972Z
2,2020-03-11T22:00:37.000Z,Registered,2020-03-12T14:26:13.622Z
1,2020-03-12T03:40:54.000Z,TF,2020-03-12T03:40:54.000Z
1,2020-03-12T03:40:54.000Z,TF,2020-03-12T19:21:55.568Z
2,2020-03-12T03:40:54.000Z,Registered,2020-03-13T11:22:15.307Z
2,2020-03-12T03:40:54.000Z,Registered,2020-03-12T17:22:24.145Z
1,2020-03-13T03:34:06.000Z,TF,2020-03-13T03:34:06.000Z
2,2020-03-13T03:34:06.000Z,Registered,2020-03-14T16:26:34.593Z
1,2020-03-14T02:35:46.000Z,TF,2020-03-14T02:35:46.000Z
2,2020-03-14T02:35:46.000Z,Registered,2020-03-14T02:35:46.000Z
1,2020-03-14T02:35:46.000Z,TF,2020-03-14T18:27:03.099Z
2,2020-03-14T02:35:46.000Z,Registered,2020-03-15T14:26:12.774Z
1,2020-03-15T11:10:05.000Z,TF,2020-03-15T11:10:05.000Z
2,2020-03-15T11:10:05.000Z,Registered,2020-03-15T17:21:58.699Z
2,2020-03-15T17:01:34.000Z,Registered,2020-03-15T17:01:34.000Z
2,2020-03-15T17:01:34.000Z,Registered,2020-03-16T15:21:59.261Z
1,2020-03-15T17:01:34.000Z,TF,2020-03-15T17:01:34.000Z
2,2020-03-16T02:10:23.000Z,Registered,2020-03-18T11:21:57.094Z
1,2020-03-16T02:10:23.000Z,TF,2020-03-16T02:10:23.000Z
2,2020-03-16T02:10:23.000Z,Registered,2020-03-16T18:27:08.036Z
1,2020-03-16T02:10:23.000Z,TF,2020-03-16T20:25:57.999Z
2,2020-03-18T03:07:56.000Z,Registered,2020-03-19T23:21:53.478Z
2,2020-03-18T03:07:56.000Z,Registered,2020-03-18T20:27:16.804Z
1,2020-03-18T03:07:56.000Z,TF,2020-03-18T23:21:45.578Z
1,2020-03-18T03:07:56.000Z,TF,2020-03-18T03:07:56.000Z
2,2020-03-18T03:07:56.000Z,Registered,2020-03-18T17:22:01.079Z
1,2020-03-19T22:00:27.000Z,TF,2020-03-20T05:21:42.742Z
2,2020-03-20T02:21:34.000Z,Registered,2020-03-20T23:22:08.972Z
2,2020-03-20T02:21:34.000Z,Registered,2020-03-20T19:21:59.906Z
1,2020-03-20T02:21:34.000Z,TF,2020-03-20T02:21:34.000Z
2,2020-03-20T02:21:34.000Z,Registered,2020-03-20T13:22:23.431Z
1,2020-03-20T22:00:31.000Z,TF,2020-03-20T22:00:31.000Z
2,2020-03-20T22:00:31.000Z,Registered,2020-03-22T04:23:56.864Z
1,2020-03-22T02:10:42.000Z,TF,2020-03-22T02:10:42.000Z
2,2020-03-22T02:10:42.000Z,Registered,2020-03-22T08:28:56.696Z
1,2020-03-22T07:41:49.000Z,TF,2020-03-22T07:41:49.000Z
2,2020-03-22T07:41:49.000Z,Registered,2020-03-22T15:22:14.125Z
1,2020-03-22T11:10:03.000Z,TF,2020-03-22T11:10:03.000Z
2,2020-03-22T11:10:03.000Z,Registered,2020-03-22T11:10:03.000Z
1,2020-03-22T17:01:58.000Z,TF,2020-03-22T17:01:58.000Z
2,2020-03-22T17:01:58.000Z,Registered,2020-03-22T17:01:58.000Z
1,2020-03-22T17:01:58.000Z,TF,2020-03-22T22:24:59.838Z
2,2020-03-22T22:00:57.000Z,Registered,2020-03-24T19:21:18.334Z
1,2020-03-24T02:10:36.000Z,TF,2020-03-24T02:10:36.000Z
2,2020-03-24T02:10:36.000Z,Registered,2020-03-26T08:29:16.682Z
1,2020-03-26T02:17:42.000Z,TF,2020-03-26T10:04:31.987Z
1,2020-03-26T02:17:42.000Z,TF,2020-03-26T02:17:42.000Z
2,2020-03-26T02:17:42.000Z,Registered,2020-03-26T02:17:42.000Z
2,2020-03-26T02:17:42.000Z,Registered,2020-03-27T20:27:17.918Z
2,2020-03-26T02:17:42.000Z,Registered,2020-03-26T17:23:03.994Z
1,2020-03-27T14:30:15.000Z,TF,2020-03-27T22:25:01.496Z
2,2020-03-27T22:00:17.000Z,Registered,2020-03-28T00:27:08.110Z
1,2020-03-27T22:00:17.000Z,TF,2020-03-28T02:29:45.297Z
2,2020-03-28T02:08:06.000Z,Registered,2020-03-28T18:28:19.247Z
2,2020-03-28T04:26:57.000Z,Registered,2020-03-29T00:27:53.066Z
1,2020-03-28T04:26:57.000Z,TF,2020-03-28T04:26:57.000Z
2,2020-03-28T22:00:20.000Z,Registered,2020-03-29T10:27:49.155Z
1,2020-03-28T22:00:20.000Z,TF,2020-03-28T22:00:20.000Z
1,2020-03-29T10:10:01.000Z,TF,2020-03-29T10:10:01.000Z
2,2020-03-29T10:55:37.000Z,Registered,2020-03-29T16:27:12.175Z
2,2020-03-29T16:01:37.000Z,Registered,2020-03-29T22:29:58.895Z
1,2020-03-29T16:01:37.000Z,TF,2020-03-29T18:26:40.413Z
2,2020-03-29T21:31:41.000Z,Registered,2020-03-30T10:27:32.985Z
1,2020-03-29T21:31:41.000Z,TF,2020-03-29T21:31:41.000Z
1,2020-03-30T04:11:51.000Z,TF,2020-03-30T12:27:20.265Z
2,2020-03-30T04:11:51.000Z,Registered,2020-03-30T17:23:46.368Z
1,2020-03-30T04:11:51.000Z,TF,2020-03-30T04:11:51.000Z
2,2020-03-30T04:11:51.000Z,Registered,2020-03-31T07:24:08.931Z
2,2020-03-31T02:22:39.000Z,Registered,2020-03-31T10:27:57.200Z
1,2020-03-31T02:22:39.000Z,TF,2020-03-31T02:22:39.000Z
2,2020-03-31T10:51:05.000Z,Registered,2020-03-31T16:27:08.405Z
1,2020-03-31T10:51:05.000Z,TF,2020-03-31T10:51:05.000Z
2,2020-03-31T10:51:05.000Z,Registered,2020-03-31T22:27:31.184Z
1,2020-03-31T21:00:34.000Z,TF,2020-03-31T21:00:34.000Z
2,2020-03-31T21:00:34.000Z,Registered,2020-04-01T19:23:49.396Z
1,2020-04-01T03:17:40.000Z,TF,2020-04-01T21:23:10.690Z
2,2020-04-01T21:00:35.000Z,Registered,2020-04-02T17:23:33.521Z
1,2020-04-02T01:10:59.000Z,TF,2020-04-02T01:10:59.000Z
2,2020-04-02T01:10:59.000Z,Registered,2020-04-03T21:21:18.029Z
1,2020-04-03T21:00:27.000Z,TF,2020-04-03T21:00:27.000Z
2,2020-04-03T21:00:27.000Z,Registered,2020-04-04T01:21:18.479Z
