status_code,t,status,l
1,2019-05-12T21:31:35.000Z,TF,2019-05-13T04:55:18.583Z
2,2019-05-13T01:09:19.000Z,Registered,2019-05-19T12:47:38.940Z
1,2019-05-19T10:10:03.000Z,TF,2019-05-19T10:10:03.000Z
2,2019-05-19T10:10:03.000Z,Registered,2019-06-01T13:49:37.686Z
1,2019-06-01T02:49:16.000Z,TF,2019-06-01T15:45:23.304Z
2,2019-06-01T02:49:16.000Z,Registered,2019-06-15T07:45:29.308Z
1,2019-06-15T02:14:30.000Z,TF,2019-06-15T02:14:30.000Z
2,2019-06-15T02:14:30.000Z,Registered,2019-06-23T16:47:54.487Z
1,2019-06-23T16:01:39.000Z,TF,2019-06-23T18:47:51.631Z
2,2019-06-23T16:01:39.000Z,Registered,2019-06-30T16:55:05.311Z
2,2019-06-30T16:01:36.000Z,Registered,2019-07-07T21:47:04.412Z
1,2019-06-30T16:01:36.000Z,TF,2019-06-30T16:01:36.000Z
1,2019-07-07T21:31:41.000Z,TF,2019-07-07T23:52:47.446Z
2,2019-07-07T21:31:41.000Z,Registered,2019-07-11T16:48:46.134Z
1,2019-07-11T01:36:54.000Z,TF,2019-07-11T18:48:26.930Z
2,2019-07-11T01:36:54.000Z,Registered,2019-07-15T13:46:03.854Z
1,2019-07-15T13:50:31.000Z,TF,2019-07-15T16:47:40.038Z
2,2019-07-15T13:50:31.000Z,Registered,2019-07-16T19:47:07.133Z
2,2019-07-16T01:58:08.000Z,Registered,2019-07-18T13:52:45.596Z
1,2019-07-16T01:58:08.000Z,TF,2019-07-16T21:48:53.798Z
1,2019-07-18T13:42:58.000Z,TF,2019-07-18T16:47:27.279Z
2,2019-07-18T13:42:58.000Z,Registered,2019-07-19T17:45:48.772Z
1,2019-07-19T01:37:41.000Z,TF,2019-07-19T19:45:39.892Z
2,2019-07-19T01:37:41.000Z,Registered,2019-07-19T01:37:41.000Z
1,2019-07-19T01:37:41.000Z,TF,2019-07-19T23:48:33.940Z
2,2019-07-19T23:30:15.000Z,Registered,2019-07-21T11:47:15.785Z
1,2019-07-21T10:10:07.000Z,TF,2019-07-21T17:48:08.500Z
2,2019-07-21T16:01:36.000Z,Registered,2019-07-22T14:48:49.557Z
2,2019-07-22T01:10:19.000Z,Registered,2019-07-24T09:47:20.628Z
1,2019-07-22T01:10:19.000Z,TF,2019-07-22T16:48:12.718Z
2,2019-07-24T01:10:16.000Z,Registered,2019-07-25T21:48:03.130Z
1,2019-07-24T01:10:16.000Z,TF,2019-07-24T14:47:36.378Z
1,2019-07-25T03:37:14.000Z,TF,2019-07-25T03:37:14.000Z
2,2019-07-25T03:37:14.000Z,Registered,2019-07-26T08:53:16.448Z
1,2019-07-26T01:10:44.000Z,TF,2019-07-26T13:45:26.796Z
2,2019-07-26T01:10:44.000Z,Registered,2019-07-28T16:53:49.075Z
1,2019-07-28T16:02:07.000Z,TF,2019-07-28T22:51:59.312Z
2,2019-07-28T21:31:35.000Z,Registered,2019-07-31T22:47:17.992Z
1,2019-07-31T21:00:28.000Z,TF,2019-08-01T04:48:38.363Z
2,2019-08-01T01:38:01.000Z,Registered,2019-08-02T09:45:18.098Z
1,2019-08-02T09:15:07.000Z,TF,2019-08-02T12:52:13.994Z
2,2019-08-02T11:11:31.000Z,Registered,2019-08-02T22:45:45.697Z
1,2019-08-02T21:00:35.000Z,TF,2019-08-03T12:48:30.551Z
2,2019-08-03T01:37:29.000Z,Registered,2019-08-04T23:47:54.428Z
1,2019-08-04T21:31:37.000Z,TF,2019-08-05T06:47:22.902Z
2,2019-08-05T01:35:21.000Z,Registered,2019-08-05T09:46:27.422Z
1,2019-08-05T07:18:26.000Z,TF,2019-08-05T13:47:39.781Z
2,2019-08-05T07:18:26.000Z,Registered,2019-08-05T22:47:55.865Z
1,2019-08-05T15:52:58.000Z,TF,2019-08-06T04:00:30.844Z
2,2019-08-06T01:10:16.000Z,Registered,2019-08-10T14:21:01.089Z
1,2019-08-10T01:10:12.000Z,TF,2019-08-10T18:20:59.060Z
2,2019-08-10T01:10:12.000Z,Registered,2019-08-11T20:21:01.250Z
1,2019-08-11T16:01:50.000Z,TF,2019-08-11T22:21:03.060Z
2,2019-08-11T21:31:38.000Z,Registered,2019-08-13T22:22:20.339Z
1,2019-08-13T21:00:30.000Z,TF,2019-08-14T06:23:18.132Z
2,2019-08-14T01:10:19.000Z,Registered,2019-08-16T18:24:26.422Z
2,2019-08-16T15:33:21.000Z,Registered,2019-08-18T16:25:41.599Z
1,2019-08-16T15:33:21.000Z,TF,2019-08-16T15:33:21.000Z
1,2019-08-18T16:01:33.000Z,TF,2019-08-19T13:41:51.835Z
2,2019-08-19T03:06:39.000Z,Registered,2019-08-20T20:24:08.805Z
1,2019-08-20T18:27:34.000Z,TF,2019-08-20T18:27:34.000Z
2,2019-08-20T21:00:30.000Z,Registered,2019-08-20T21:00:30.000Z
1,2019-08-20T21:00:30.000Z,TF,2019-08-21T03:22:36.920Z
1,2019-08-21T01:38:51.000Z,TF,2019-08-22T02:21:56.311Z
2,2019-08-21T01:38:51.000Z,Registered,2019-08-21T16:21:46.231Z
2,2019-08-22T01:10:21.000Z,Registered,2019-08-22T08:22:25.067Z
1,2019-08-22T01:10:21.000Z,TF,2019-08-22T11:21:28.022Z
2,2019-08-22T01:10:21.000Z,Registered,2019-08-23T20:27:24.619Z
2,2019-08-23T01:55:11.000Z,Registered,2019-08-24T18:22:27.819Z
1,2019-08-23T01:55:11.000Z,TF,2019-08-23T01:55:11.000Z
1,2019-08-24T03:03:44.000Z,TF,2019-08-24T20:21:57.496Z
2,2019-08-24T03:03:44.000Z,Registered,2019-08-25T16:28:02.148Z
1,2019-08-25T16:01:59.000Z,TF,2019-08-25T19:21:42.717Z
2,2019-08-25T17:13:39.000Z,Registered,2019-08-25T17:13:39.000Z
1,2019-08-25T17:13:39.000Z,TF,2019-08-25T17:13:39.000Z
2,2019-08-25T21:00:58.000Z,Registered,2019-08-28T12:23:04.759Z
1,2019-08-28T10:59:23.000Z,TF,2019-08-28T14:23:03.960Z
2,2019-08-28T14:17:04.000Z,Registered,2019-08-28T20:22:55.872Z
1,2019-08-28T19:23:21.000Z,TF,2019-08-28T22:23:53.401Z
2,2019-08-28T19:23:21.000Z,Registered,2019-08-29T21:33:43.454Z
1,2019-08-29T05:49:11.000Z,TF,2019-08-30T06:23:11.344Z
2,2019-08-30T01:10:14.000Z,Registered,2019-08-30T11:20:10.254Z
1,2019-08-30T10:58:55.000Z,TF,2019-08-30T14:23:29.905Z
2,2019-08-30T12:23:07.000Z,Registered,2019-09-01T13:20:08.847Z
2,2019-09-01T10:10:08.000Z,Registered,2019-09-01T20:23:05.263Z
1,2019-09-01T10:10:08.000Z,TF,2019-09-01T16:35:13.906Z
1,2019-09-01T16:01:32.000Z,TF,2019-09-02T07:20:11.135Z
2,2019-09-02T01:10:19.000Z,Registered,2019-09-08T12:21:22.674Z
1,2019-09-08T10:10:02.000Z,TF,2019-09-08T19:34:11.886Z
2,2019-09-08T16:01:39.000Z,Registered,2019-09-09T10:20:14.330Z
1,2019-09-09T03:36:13.000Z,TF,2019-09-09T14:20:14.517Z
2,2019-09-09T03:36:13.000Z,Registered,2019-09-10T22:20:47.278Z
1,2019-09-09T03:36:13.000Z,TF,2019-09-09T21:23:10.648Z
2,2019-09-09T03:36:13.000Z,Registered,2019-09-09T19:31:11.932Z
1,2019-09-10T21:00:33.000Z,TF,2019-09-11T00:20:32.531Z
2,2019-09-10T21:00:33.000Z,Registered,2019-09-11T09:22:47.040Z
1,2019-09-11T07:29:36.000Z,TF,2019-09-11T21:22:31.710Z
2,2019-09-11T07:29:36.000Z,Registered,2019-09-11T19:22:18.373Z
1,2019-09-11T07:29:36.000Z,TF,2019-09-11T14:21:51.544Z
2,2019-09-11T21:00:30.000Z,Registered,2019-09-13T10:23:15.123Z
1,2019-09-13T09:33:57.000Z,TF,2019-09-13T14:25:52.182Z
2,2019-09-13T14:13:30.000Z,Registered,2019-09-14T20:25:57.143Z
1,2019-09-14T20:30:09.000Z,TF,2019-09-15T08:23:36.864Z
2,2019-09-15T07:57:25.000Z,Registered,2019-09-15T12:21:06.222Z
1,2019-09-15T11:35:42.000Z,TF,2019-09-15T17:22:52.202Z
2,2019-09-15T16:01:34.000Z,Registered,2019-09-15T20:20:58.536Z
1,2019-09-15T16:01:34.000Z,TF,2019-09-16T00:20:59.517Z
2,2019-09-15T23:30:14.000Z,Registered,2019-09-17T22:24:19.187Z
1,2019-09-17T21:00:30.000Z,TF,2019-09-18T12:20:56.036Z
2,2019-09-18T04:46:32.000Z,Registered,2019-09-19T04:21:01.204Z
1,2019-09-18T04:46:32.000Z,TF,2019-09-18T17:28:47.206Z
2,2019-09-18T04:46:32.000Z,Registered,2019-09-18T14:21:19.419Z
1,2019-09-19T03:32:39.000Z,TF,2019-09-19T06:21:46.426Z
2,2019-09-19T03:32:39.000Z,Registered,2019-09-19T08:21:45.182Z
1,2019-09-19T07:13:42.000Z,TF,2019-09-19T12:21:58.808Z
2,2019-09-19T07:13:42.000Z,Registered,2019-09-19T19:26:10.866Z
2,2019-09-19T07:13:42.000Z,Registered,2019-09-19T07:13:42.000Z
2,2019-09-19T07:13:42.000Z,Registered,2019-09-20T02:20:59.162Z
1,2019-09-19T07:13:42.000Z,TF,2019-09-19T07:13:42.000Z
1,2019-09-20T02:16:02.000Z,TF,2019-09-20T02:16:02.000Z
2,2019-09-20T02:49:09.000Z,Registered,2019-09-20T02:49:09.000Z
1,2019-09-20T04:11:25.000Z,TF,2019-09-20T09:23:35.591Z
1,2019-09-20T06:23:08.000Z,TF,2019-09-20T17:30:52.993Z
2,2019-09-20T06:23:08.000Z,Registered,2019-09-20T13:29:59.500Z
2,2019-09-20T16:20:35.000Z,Registered,2019-09-21T14:20:33.366Z
2,2019-09-21T02:30:40.000Z,Registered,2019-09-22T01:23:22.351Z
1,2019-09-21T02:30:40.000Z,TF,2019-09-21T16:20:34.054Z
1,2019-09-21T23:30:22.000Z,TF,2019-09-22T04:20:36.979Z
2,2019-09-22T03:15:44.000Z,Registered,2019-09-22T03:15:44.000Z
1,2019-09-22T05:10:37.000Z,TF,2019-09-22T05:10:37.000Z
1,2019-09-22T06:20:56.000Z,TF,2019-09-22T11:23:25.889Z
2,2019-09-22T06:20:56.000Z,Registered,2019-09-22T08:20:40.576Z
2,2019-09-22T10:10:04.000Z,Registered,2019-09-24T06:22:27.848Z
1,2019-09-24T06:26:11.000Z,TF,2019-09-24T06:26:11.000Z
2,2019-09-24T06:47:39.000Z,Registered,2019-09-24T11:21:15.018Z
1,2019-09-24T10:28:36.000Z,TF,2019-09-24T15:21:37.429Z
2,2019-09-24T12:36:48.000Z,Registered,2019-09-26T18:22:52.860Z
1,2019-09-26T01:10:52.000Z,TF,2019-09-27T00:22:30.181Z
2,2019-09-26T01:10:52.000Z,Registered,2019-09-27T05:21:07.111Z
1,2019-09-27T03:04:07.000Z,TF,2019-09-27T03:04:07.000Z
2,2019-09-27T06:37:02.000Z,Registered,2019-09-27T13:23:02.474Z
2,2019-09-27T09:21:53.000Z,Registered,2019-09-28T17:21:06.885Z
1,2019-09-27T09:21:53.000Z,TF,2019-09-27T19:21:16.615Z
1,2019-09-28T17:04:48.000Z,TF,2019-09-28T17:04:48.000Z
2,2019-09-28T17:52:48.000Z,Registered,2019-09-29T22:23:25.581Z
1,2019-09-29T21:31:37.000Z,TF,2019-09-30T07:22:45.484Z
2,2019-09-30T02:45:23.000Z,Registered,2019-10-01T18:25:29.726Z
1,2019-10-01T17:33:09.000Z,TF,2019-10-01T22:25:15.703Z
2,2019-10-01T18:56:04.000Z,Registered,2019-10-02T10:23:10.789Z
1,2019-10-02T10:25:05.000Z,TF,2019-10-02T10:25:05.000Z
2,2019-10-02T11:21:38.000Z,Registered,2019-10-02T17:20:41.116Z
1,2019-10-02T16:37:49.000Z,TF,2019-10-03T05:22:09.702Z
1,2019-10-03T02:47:53.000Z,TF,2019-10-03T21:20:55.614Z
2,2019-10-03T02:47:53.000Z,Registered,2019-10-03T13:20:51.968Z
1,2019-10-03T21:00:33.000Z,TF,2019-10-04T04:23:16.681Z
2,2019-10-03T21:00:33.000Z,Registered,2019-10-03T21:00:33.000Z
2,2019-10-04T02:34:06.000Z,Registered,2019-10-05T11:23:24.182Z
1,2019-10-05T10:31:03.000Z,TF,2019-10-05T10:31:03.000Z
2,2019-10-05T12:22:11.000Z,Registered,2019-10-06T09:29:48.986Z
1,2019-10-06T09:28:19.000Z,TF,2019-10-06T12:20:47.948Z
2,2019-10-06T10:45:03.000Z,Registered,2019-10-06T21:28:38.113Z
1,2019-10-06T21:31:35.000Z,TF,2019-10-07T05:22:47.966Z
2,2019-10-07T04:16:46.000Z,Registered,2019-10-07T17:30:32.610Z
1,2019-10-07T06:26:14.000Z,TF,2019-10-07T06:26:14.000Z
2,2019-10-07T06:26:14.000Z,Registered,2019-10-10T16:22:03.221Z
1,2019-10-10T03:18:46.000Z,TF,2019-10-10T19:22:34.060Z
2,2019-10-10T19:10:03.000Z,Registered,2019-10-11T04:21:11.836Z
1,2019-10-11T03:08:35.000Z,TF,2019-10-11T09:25:02.479Z
2,2019-10-11T07:31:47.000Z,Registered,2019-10-11T22:21:51.030Z
2,2019-10-11T07:31:47.000Z,Registered,2019-10-11T15:22:28.243Z
1,2019-10-11T07:31:47.000Z,TF,2019-10-11T17:22:30.734Z
1,2019-10-11T21:00:29.000Z,TF,2019-10-12T00:21:14.941Z
2,2019-10-11T21:00:29.000Z,Registered,2019-10-12T19:23:02.166Z
1,2019-10-12T07:25:27.000Z,TF,2019-10-12T07:25:27.000Z
2,2019-10-12T07:25:27.000Z,Registered,2019-10-18T09:26:12.766Z
1,2019-10-18T04:53:17.000Z,TF,2019-10-18T04:53:17.000Z
2,2019-10-18T04:53:17.000Z,Registered,2019-10-19T09:27:32.165Z
1,2019-10-19T08:08:25.000Z,TF,2019-10-19T11:20:18.510Z
1,2019-10-19T08:08:25.000Z,TF,2019-10-19T16:28:20.772Z
2,2019-10-19T08:08:25.000Z,Registered,2019-10-20T08:22:09.211Z
2,2019-10-19T08:08:25.000Z,Registered,2019-10-19T14:35:28.574Z
1,2019-10-20T06:55:29.000Z,TF,2019-10-20T15:37:35.873Z
2,2019-10-20T12:39:15.000Z,Registered,2019-10-21T00:28:25.845Z
1,2019-10-20T21:31:37.000Z,TF,2019-10-21T06:28:28.897Z
2,2019-10-21T03:36:43.000Z,Registered,2019-10-21T14:25:28.171Z
2,2019-10-21T13:02:58.000Z,Registered,2019-10-22T04:22:56.846Z
1,2019-10-21T13:02:58.000Z,TF,2019-10-21T16:25:26.855Z
1,2019-10-22T03:42:36.000Z,TF,2019-10-22T03:42:36.000Z
2,2019-10-22T05:40:41.000Z,Registered,2019-10-22T10:23:53.622Z
1,2019-10-22T05:40:41.000Z,TF,2019-10-22T12:20:38.830Z
2,2019-10-22T05:40:41.000Z,Registered,2019-10-23T18:23:46.471Z
1,2019-10-23T05:36:20.000Z,TF,2019-10-23T20:23:41.221Z
2,2019-10-23T05:36:20.000Z,Registered,2019-10-23T22:22:29.510Z
1,2019-10-23T21:28:51.000Z,TF,2019-10-24T06:27:41.209Z
2,2019-10-24T03:30:08.000Z,Registered,2019-10-24T12:23:15.937Z
1,2019-10-24T11:05:08.000Z,TF,2019-10-24T11:05:08.000Z
2,2019-10-24T11:05:08.000Z,Registered,2019-10-25T04:23:29.001Z
2,2019-10-24T11:05:08.000Z,Registered,2019-10-24T19:23:38.556Z
1,2019-10-24T11:05:08.000Z,TF,2019-10-24T16:24:36.723Z
1,2019-10-25T03:35:55.000Z,TF,2019-10-26T05:23:27.533Z
2,2019-10-25T03:35:55.000Z,Registered,2019-10-25T19:24:25.662Z
1,2019-10-25T03:35:55.000Z,TF,2019-10-25T03:35:55.000Z
1,2019-10-26T01:33:54.000Z,TF,2019-10-29T14:23:20.252Z
2,2019-10-26T01:33:54.000Z,Registered,2019-10-26T14:23:58.890Z
2,2019-10-29T05:22:53.000Z,Registered,2019-10-30T06:22:03.703Z
1,2019-10-29T05:22:53.000Z,TF,2019-10-29T21:24:54.759Z
2,2019-10-29T05:22:53.000Z,Registered,2019-10-29T16:23:21.535Z
2,2019-10-30T04:29:16.000Z,Registered,2019-10-30T10:21:28.950Z
1,2019-10-30T04:29:16.000Z,TF,2019-10-30T04:29:16.000Z
1,2019-10-30T04:29:16.000Z,TF,2019-10-30T15:26:06.427Z
2,2019-10-30T04:29:16.000Z,Registered,2019-10-31T18:20:14.322Z
1,2019-10-31T07:13:07.000Z,TF,2019-10-31T22:20:14.071Z
2,2019-10-31T22:00:01.000Z,Registered,2019-11-01T08:20:13.815Z
1,2019-11-01T03:43:09.000Z,TF,2019-11-01T19:23:14.936Z
2,2019-11-01T03:43:09.000Z,Registered,2019-11-02T18:20:41.070Z
1,2019-11-02T05:16:05.000Z,TF,2019-11-03T09:40:01.387Z
1,2019-11-03T09:19:57.000Z,TF,2019-11-03T09:19:57.000Z
2,2019-11-03T09:19:57.000Z,Registered,2019-11-03T13:23:25.001Z
2,2019-11-03T09:19:57.000Z,Registered,2019-11-03T17:24:07.107Z
1,2019-11-03T17:01:48.000Z,TF,2019-11-03T20:20:13.914Z
2,2019-11-03T18:36:20.000Z,Registered,2019-11-03T23:23:59.211Z
1,2019-11-03T22:31:35.000Z,TF,2019-11-04T05:23:41.401Z
2,2019-11-04T04:40:13.000Z,Registered,2019-11-04T20:21:06.081Z
1,2019-11-04T04:40:13.000Z,TF,2019-11-04T09:23:27.489Z
2,2019-11-04T04:40:13.000Z,Registered,2019-11-04T04:40:13.000Z
1,2019-11-04T17:31:38.000Z,TF,2019-11-04T22:21:07.506Z
2,2019-11-04T22:00:28.000Z,Registered,2019-11-05T02:21:06.815Z
1,2019-11-05T02:20:12.000Z,TF,2019-11-05T04:21:02.193Z
1,2019-11-05T04:23:22.000Z,TF,2019-11-06T07:23:15.906Z
2,2019-11-05T04:23:22.000Z,Registered,2019-11-05T20:21:00.259Z
2,2019-11-06T03:55:36.000Z,Registered,2019-11-06T11:23:39.986Z
1,2019-11-06T10:30:18.000Z,TF,2019-11-06T14:20:34.131Z
2,2019-11-06T12:19:59.000Z,Registered,2019-11-07T10:20:33.720Z
2,2019-11-06T12:19:59.000Z,Registered,2019-11-06T12:19:59.000Z
1,2019-11-06T12:19:59.000Z,TF,2019-11-06T22:20:35.025Z
2,2019-11-07T05:53:49.000Z,Registered,2019-11-07T16:20:45.667Z
1,2019-11-07T05:53:49.000Z,TF,2019-11-07T13:23:39.072Z
1,2019-11-07T05:53:49.000Z,TF,2019-11-07T22:20:34.993Z
2,2019-11-07T22:00:22.000Z,Registered,2019-11-08T12:20:31.968Z
1,2019-11-08T09:55:59.000Z,TF,2019-11-08T14:23:19.946Z
2,2019-11-08T13:50:58.000Z,Registered,2019-11-08T19:21:17.764Z
1,2019-11-08T17:10:51.000Z,TF,2019-11-08T21:29:11.768Z
2,2019-11-08T17:10:51.000Z,Registered,2019-11-10T01:23:54.956Z
1,2019-11-09T14:22:41.000Z,TF,2019-11-10T16:20:35.542Z
2,2019-11-10T09:54:37.000Z,Registered,2019-11-10T23:27:47.365Z
1,2019-11-10T22:31:35.000Z,TF,2019-11-11T05:23:01.522Z
2,2019-11-11T05:19:16.000Z,Registered,2019-11-11T11:29:12.364Z
2,2019-11-11T06:29:48.000Z,Registered,2019-11-11T18:20:33.288Z
1,2019-11-11T06:29:48.000Z,TF,2019-11-11T21:23:09.934Z
2,2019-11-11T06:29:48.000Z,Registered,2019-11-12T06:20:30.031Z
1,2019-11-11T06:29:48.000Z,TF,2019-11-11T14:20:38.121Z
1,2019-11-12T05:36:17.000Z,TF,2019-11-12T05:36:17.000Z
2,2019-11-12T06:46:03.000Z,Registered,2019-11-12T18:21:18.231Z
1,2019-11-12T15:33:40.000Z,TF,2019-11-12T20:20:34.158Z
2,2019-11-12T15:33:40.000Z,Registered,2019-11-13T15:21:24.952Z
1,2019-11-13T05:15:24.000Z,TF,2019-11-13T19:22:41.408Z
2,2019-11-13T05:15:24.000Z,Registered,2019-11-14T12:21:26.686Z
1,2019-11-14T03:19:25.000Z,TF,2019-11-14T15:21:36.301Z
2,2019-11-14T03:19:25.000Z,Registered,2019-11-14T18:21:30.497Z
1,2019-11-14T03:19:25.000Z,TF,2019-11-15T07:21:44.915Z
2,2019-11-15T05:51:56.000Z,Registered,2019-11-15T15:24:52.249Z
1,2019-11-15T05:51:56.000Z,TF,2019-11-15T20:23:15.487Z
2,2019-11-15T05:51:56.000Z,Registered,2019-11-16T13:22:06.502Z
1,2019-11-16T12:52:54.000Z,TF,2019-11-16T22:21:50.688Z
2,2019-11-16T12:52:54.000Z,Registered,2019-11-17T08:25:22.996Z
1,2019-11-17T04:04:27.000Z,TF,2019-11-17T14:22:00.865Z
2,2019-11-17T11:10:04.000Z,Registered,2019-11-17T18:22:01.962Z
1,2019-11-17T17:01:37.000Z,TF,2019-11-17T17:01:37.000Z
2,2019-11-17T17:01:37.000Z,Registered,2019-11-18T06:21:44.618Z
1,2019-11-18T02:10:17.000Z,TF,2019-11-18T13:26:02.344Z
2,2019-11-18T07:21:58.000Z,Registered,2019-11-18T20:20:55.934Z
1,2019-11-18T07:21:58.000Z,TF,2019-11-19T07:21:09.283Z
2,2019-11-19T07:14:29.000Z,Registered,2019-11-19T07:14:29.000Z
1,2019-11-19T07:14:29.000Z,TF,2019-11-19T10:24:47.470Z
2,2019-11-19T09:10:06.000Z,Registered,2019-11-19T23:21:01.404Z
1,2019-11-19T22:35:30.000Z,TF,2019-11-20T06:32:40.105Z
1,2019-11-20T03:04:52.000Z,TF,2019-11-20T03:04:52.000Z
2,2019-11-20T03:04:52.000Z,Registered,2019-11-20T16:22:46.768Z
2,2019-11-20T03:04:52.000Z,Registered,2019-11-20T19:20:50.557Z
1,2019-11-20T03:04:52.000Z,TF,2019-11-20T22:26:13.084Z
2,2019-11-20T22:00:49.000Z,Registered,2019-11-20T22:00:49.000Z
1,2019-11-20T23:05:47.000Z,TF,2019-11-21T05:20:51.613Z
2,2019-11-21T04:42:09.000Z,Registered,2019-11-21T19:24:51.783Z
1,2019-11-21T04:42:09.000Z,TF,2019-11-21T22:23:17.546Z
2,2019-11-21T22:00:37.000Z,Registered,2019-11-22T05:24:07.960Z
1,2019-11-22T04:40:43.000Z,TF,2019-11-22T08:22:39.910Z
1,2019-11-22T04:40:43.000Z,TF,2019-11-22T20:21:22.460Z
2,2019-11-22T04:40:43.000Z,Registered,2019-11-22T04:40:43.000Z
2,2019-11-22T10:47:58.000Z,Registered,2019-11-24T23:24:18.031Z
1,2019-11-24T22:31:39.000Z,TF,2019-11-25T07:22:35.365Z
2,2019-11-25T05:09:27.000Z,Registered,2019-11-25T13:22:57.569Z
1,2019-11-25T05:09:27.000Z,TF,2019-11-25T16:22:33.810Z
2,2019-11-25T16:08:40.000Z,Registered,2019-11-25T19:20:53.678Z
2,2019-11-25T17:32:51.000Z,Registered,2019-11-26T18:23:38.440Z
1,2019-11-25T17:32:51.000Z,TF,2019-11-25T17:32:51.000Z
1,2019-11-26T03:40:27.000Z,TF,2019-11-26T23:23:34.637Z
2,2019-11-26T22:00:33.000Z,Registered,2019-11-27T05:38:10.345Z
1,2019-11-27T04:59:11.000Z,TF,2019-11-27T11:27:15.593Z
2,2019-11-27T07:23:05.000Z,Registered,2019-11-27T16:21:19.227Z
1,2019-11-27T07:23:05.000Z,TF,2019-11-27T18:21:22.333Z
2,2019-11-27T07:23:05.000Z,Registered,2019-11-28T20:20:42.937Z
1,2019-11-28T04:56:08.000Z,TF,2019-11-28T22:20:43.553Z
2,2019-11-28T04:56:08.000Z,Registered,2019-11-29T07:33:47.186Z
1,2019-11-29T04:54:42.000Z,TF,2019-11-29T04:54:42.000Z
2,2019-11-29T04:54:42.000Z,Registered,2019-11-29T18:21:53.674Z
2,2019-11-29T04:54:42.000Z,Registered,2019-11-29T23:26:31.424Z
1,2019-11-29T22:00:35.000Z,TF,2019-11-30T12:22:13.373Z
2,2019-11-30T10:58:24.000Z,Registered,2019-11-30T17:25:06.228Z
1,2019-11-30T14:55:16.000Z,TF,2019-11-30T20:22:08.024Z
2,2019-11-30T17:49:31.000Z,Registered,2019-12-01T10:22:00.335Z
1,2019-12-01T10:14:30.000Z,TF,2019-12-01T14:21:03.562Z
2,2019-12-01T12:00:54.000Z,Registered,2019-12-01T19:22:50.467Z
1,2019-12-01T17:01:36.000Z,TF,2019-12-01T23:26:53.030Z
2,2019-12-01T22:31:34.000Z,Registered,2019-12-02T09:31:59.444Z
1,2019-12-02T01:55:19.000Z,TF,2019-12-02T13:23:19.698Z
2,2019-12-02T11:13:50.000Z,Registered,2019-12-02T17:21:27.466Z
1,2019-12-02T14:35:07.000Z,TF,2019-12-02T19:21:44.539Z
2,2019-12-02T14:35:07.000Z,Registered,2019-12-03T08:32:29.147Z
1,2019-12-03T03:19:07.000Z,TF,2019-12-03T10:22:11.832Z
2,2019-12-03T03:19:07.000Z,Registered,2019-12-03T03:19:07.000Z
1,2019-12-03T03:19:07.000Z,TF,2019-12-03T15:22:00.914Z
2,2019-12-03T13:09:44.000Z,Registered,2019-12-03T19:23:01.169Z
1,2019-12-03T17:27:14.000Z,TF,2019-12-03T23:23:38.871Z
2,2019-12-03T17:27:14.000Z,Registered,2019-12-04T06:54:24.744Z
1,2019-12-04T06:56:26.000Z,TF,2019-12-04T09:21:53.635Z
2,2019-12-04T09:22:35.000Z,Registered,2019-12-04T19:21:28.313Z
1,2019-12-04T16:37:51.000Z,TF,2019-12-04T22:21:57.391Z
2,2019-12-04T16:37:51.000Z,Registered,2019-12-05T18:20:22.929Z
1,2019-12-05T16:28:33.000Z,TF,2019-12-05T22:20:22.267Z
2,2019-12-05T22:00:21.000Z,Registered,2019-12-06T09:29:54.527Z
1,2019-12-06T03:28:45.000Z,TF,2019-12-06T21:23:11.606Z
2,2019-12-06T03:28:45.000Z,Registered,2019-12-06T23:28:33.551Z
1,2019-12-06T03:28:45.000Z,TF,2019-12-06T11:23:31.288Z
2,2019-12-06T03:28:45.000Z,Registered,2019-12-06T19:23:20.290Z
1,2019-12-06T03:28:45.000Z,TF,2019-12-06T03:28:45.000Z
2,2019-12-06T03:28:45.000Z,Registered,2019-12-06T03:28:45.000Z
1,2019-12-06T22:00:40.000Z,TF,2019-12-07T05:23:31.841Z
2,2019-12-07T02:54:24.000Z,Registered,2019-12-07T13:32:07.864Z
1,2019-12-07T02:54:24.000Z,TF,2019-12-07T15:24:32.546Z
2,2019-12-07T02:54:24.000Z,Registered,2019-12-08T11:24:57.899Z
1,2019-12-08T10:20:47.000Z,TF,2019-12-08T10:20:47.000Z
2,2019-12-08T10:20:47.000Z,Registered,2019-12-08T17:26:54.593Z
1,2019-12-08T17:01:53.000Z,TF,2019-12-08T23:28:36.457Z
2,2019-12-08T22:31:38.000Z,Registered,2019-12-09T07:28:21.180Z
1,2019-12-09T03:10:54.000Z,TF,2019-12-09T12:21:56.533Z
2,2019-12-09T03:10:54.000Z,Registered,2019-12-09T17:23:11.585Z
1,2019-12-09T16:31:28.000Z,TF,2019-12-09T21:23:09.903Z
2,2019-12-09T16:31:28.000Z,Registered,2019-12-10T22:20:53.638Z
1,2019-12-10T02:30:39.000Z,TF,2019-12-10T02:30:39.000Z
2,2019-12-10T02:30:39.000Z,Registered,2019-12-12T11:21:54.765Z
1,2019-12-12T05:56:39.000Z,TF,2019-12-12T17:22:01.341Z
2,2019-12-12T05:56:39.000Z,Registered,2019-12-13T17:22:46.787Z
1,2019-12-13T04:03:47.000Z,TF,2019-12-13T22:23:35.209Z
2,2019-12-13T04:03:47.000Z,Registered,2019-12-14T05:21:38.481Z
